year,team,seed,adj_em,adj_o,adj_d,tempo,sos,barthag,wab,elite_sos,ncsos,conf_winpct
2013,Syracuse,4,25.39,113.84,88.45,209.0,0.7048,0.947964,5.12,0.6633,0.4631,0.6111
2013,Temple,9,13.61,111.9,98.29,23.0,0.6384,0.816246,1.57,0.7315,0.5445,0.6875
2013,UCLA,6,14.83,111.18,96.35,20.0,0.7013,0.838469,3.34,0.7252,0.548,0.7222
2013,UNLV,5,16.06,105.87,89.8,180.0,0.6485,0.869013,1.83,0.7569,0.5271,0.625
2013,VCU,5,21.59,115.01,93.42,258.0,0.6415,0.916104,2.71,0.758,0.5313,0.75
2013,Valparaiso,14,10.26,109.93,99.67,67.0,0.4817,0.755298,-0.6,0.8458,0.4523,0.8125
2013,Villanova,9,14.31,106.44,92.13,185.0,0.7169,0.840306,0.3,0.6742,0.5511,0.5556
2013,Western Kentucky,16,-0.04,101.6,101.64,178.0,0.4523,0.498828,-8.15,0.8365,0.5683,0.5
2013,Wichita State,9,19.44,111.87,92.43,79.0,0.6544,0.899822,2.33,0.7285,0.5479,0.6667
2013,Wisconsin,5,22.32,108.2,85.88,273.0,0.7126,0.934442,4.57,0.6293,0.4992,0.6667
2014,,4,31.14,119.37,88.22,303.0,0.6012,0.970026,5.38,0.7735,0.4509,0.8333
2014,Albany,16,-0.17,103.52,103.69,237.0,0.3949,0.495289,-8.52,0.8757,0.5046,0.5625
2014,American,15,4.24,102.47,98.23,197.0,0.4611,0.619279,-5.34,0.8512,0.4798,0.7222
2014,Arizona,1,28.67,116.73,88.07,129.0,0.706,0.962341,9.48,0.7009,0.5746,0.8333
2014,Arizona State,10,13.73,110.86,97.13,126.0,0.669,0.820559,1.21,0.7245,0.4986,0.5556
2014,BYU,10,13.26,114.36,101.1,117.0,0.6496,0.804976,0.65,0.7516,0.6506,0.7222
2014,Baylor,6,19.53,119.73,100.2,137.0,0.7273,0.885673,3.13,0.6753,0.5614,0.5
2014,Cal Poly,16,-2.33,102.64,104.97,241.0,0.542,0.435808,-10.6,0.7981,0.6742,0.375
2014,Cincinnati,5,17.05,109.2,92.15,32.0,0.6114,0.875664,5.36,0.7459,0.4887,0.8333
2014,Coastal Carolina,16,-3.62,98.87,102.49,87.0,0.3797,0.398188,-7.55,0.89,0.4347,0.6875
2014,Colorado,8,10.67,107.39,96.72,8.0,0.6889,0.769092,2.45,0.7075,0.5736,0.5556
2014,Creighton,3,23.07,125.69,102.62,139.0,0.6844,0.911494,5.66,0.7326,0.5626,0.7778
2014,Dayton,11,13.78,113.51,99.74,41.0,0.6562,0.815743,0.7,0.75,0.5271,0.625
2014,Delaware,13,4.79,111.42,106.63,7.0,0.492,0.623699,-1.22,0.8363,0.5489,0.875
2014,Duke,3,27.06,126.42,99.35,258.0,0.7164,0.941046,6.51,0.6942,0.6022,0.7222
2014,Eastern Kentucky,15,4.05,112.59,108.54,88.0,0.4115,0.60391,-3.19,0.8593,0.4281,0.6875
2014,Florida,1,27.34,116.4,89.06,16.0,0.7107,0.956007,11.77,0.6931,0.5911,1.0
2014,George Washington,9,13.19,110.75,97.56,20.0,0.6388,0.811253,3.25,0.7545,0.538,0.6875
2014,Gonzaga,8,20.29,114.24,93.96,142.0,0.6315,0.904512,4.05,0.7769,0.582,0.8333
2014,Harvard,12,16.7,112.56,95.86,72.0,0.5102,0.863734,2.37,0.8361,0.5292,0.9286
2014,Iowa State,3,19.58,119.13,99.55,6.0,0.7326,0.887446,7.5,0.677,0.5748,0.6111
2014,Kansas,2,23.37,119.66,96.28,154.0,0.7676,0.924086,6.92,0.6523,0.7219,0.7778
2014,Kansas State,9,14.74,108.38,93.64,219.0,0.6747,0.843076,0.56,0.7107,0.4664,0.5556
2014,Kentucky,8,20.78,117.7,96.92,56.0,0.736,0.903282,3.96,0.6612,0.6243,0.6667
2014,Louisiana–Lafayette,14,6.33,111.9,105.57,170.0,0.4953,0.661444,-3.66,0.8261,0.5761,0.6111
2014,Manhattan,13,9.82,106.88,97.06,64.0,0.4942,0.751781,-0.38,0.8556,0.5849,0.75
2014,Massachusetts,6,12.02,109.55,97.53,4.0,0.6926,0.791892,3.66,0.7481,0.653,0.625
2014,Memphis,8,15.46,113.09,97.63,45.0,0.6443,0.844327,2.84,0.7028,0.5329,0.6667
2014,Mercer,14,7.81,110.25,102.44,130.0,0.4195,0.69954,-2.64,0.8582,0.596,0.7778
2014,Michigan,2,24.89,125.52,100.63,52.0,0.729,0.927042,7.74,0.6358,0.529,0.8333
2014,Michigan State,4,24.16,120.11,95.95,96.0,0.7274,0.929744,6.95,0.6659,0.5498,0.6667
2014,Milwaukee,15,0.45,104.93,104.48,33.0,0.4985,0.51225,-5.95,0.8523,0.4348,0.4375
2014,NC Central,14,7.91,108.62,100.71,110.0,0.3062,0.704632,-0.5,0.8864,0.4709,0.9412
2014,NC State,12,13.27,115.42,102.15,84.0,0.6825,0.802944,0.66,0.7014,0.472,0.5
2014,Nebraska,11,13.03,108.78,95.75,83.0,0.7022,0.812706,1.29,0.68,0.5075,0.6111
2014,New Mexico,7,17.1,113.41,96.31,53.0,0.6248,0.867516,4.54,0.7831,0.6022,0.8333
2014,New Mexico State,13,9.78,112.33,102.56,207.0,0.4297,0.74023,-2.21,0.8538,0.5564,0.75
2014,North Carolina,6,18.51,113.9,95.39,79.0,0.7062,0.884898,4.27,0.6897,0.5712,0.7222
2014,North Dakota State,12,11.0,114.63,103.62,36.0,0.5193,0.761446,0.32,0.8357,0.5916,0.8571
2014,Ohio State,6,19.68,108.9,89.22,208.0,0.6949,0.908234,4.51,0.7143,0.4894,0.5556
2014,Oklahoma,5,18.55,118.72,100.17,106.0,0.703,0.875888,4.1,0.7082,0.5544,0.6667
2014,Oklahoma State,9,20.62,116.15,95.54,328.0,0.6921,0.904398,1.38,0.7055,0.5163,0.4444
2014,Oregon,7,17.99,118.66,100.67,127.0,0.673,0.868841,2.67,0.7303,0.5232,0.5556
2014,Pittsburgh,9,22.95,117.68,94.73,256.0,0.6869,0.923782,4.17,0.715,0.4839,0.6111
2014,Providence,11,14.26,115.43,101.17,111.0,0.6931,0.820049,1.28,0.7223,0.5515,0.5556
2014,Saint Joseph's,10,16.13,114.36,98.23,141.0,0.6524,0.851775,2.22,0.7656,0.5331,0.6875
2014,Saint Louis,5,14.42,105.51,91.09,17.0,0.6252,0.844261,3.9,0.7633,0.4897,0.8125
2014,San Diego State,4,18.67,110.0,91.34,18.0,0.6173,0.894572,6.06,0.7605,0.5672,0.8889
2014,Stanford,10,14.99,112.23,97.24,98.0,0.6968,0.838784,1.16,0.6977,0.5785,0.5556
2014,Stephen F. Austin,12,10.46,112.68,102.21,12.0,0.3551,0.754125,1.83,0.9,0.3981,1.0
2014,Syracuse,3,21.21,114.74,93.53,28.0,0.6888,0.912948,7.9,0.7146,0.5486,0.7778
2014,Tennessee,11,24.67,118.7,94.03,346.0,0.6912,0.935788,0.41,0.708,0.5673,0.6111
2014,Texas,7,15.53,112.93,97.4,34.0,0.7004,0.845643,3.65,0.6923,0.5133,0.6111
2014,Tulsa,13,9.77,106.22,96.45,275.0,0.529,0.752033,-3.45,0.8149,0.5625,0.8125
2014,UCLA,4,22.22,119.55,97.33,174.0,0.677,0.914121,4.57,0.7295,0.4921,0.6667
2014,UConn,7,21.05,113.05,92.0,29.0,0.6911,0.914448,4.8,0.6885,0.5726,0.6667
2014,VCU,5,18.35,108.84,90.49,196.0,0.6504,0.893156,3.7,0.7639,0.5727,0.75
2014,Villanova,2,22.57,115.68,93.11,30.0,0.6831,0.923851,8.36,0.7248,0.5784,0.8889
2014,Virginia,1,24.92,115.16,90.24,120.0,0.6978,0.942884,8.23,0.6928,0.5627,0.8889
2014,Weber State,16,-0.49,106.75,107.24,225.0,0.3715,0.486911,-6.81,0.8818,0.5932,0.7
2014,Western Michigan,14,2.67,105.95,103.28,11.0,0.478,0.572992,-2.77,0.8651,0.4568,0.7778
2014,Wichita State,1,23.42,117.01,93.59,19.0,0.5561,0.928816,8.23,0.8341,0.6057,1.0
2014,Wisconsin,2,26.55,123.2,96.65,92.0,0.7486,0.942184,7.96,0.6545,0.5999,0.6667
2014,Wofford,15,-2.46,100.35,102.81,138.0,0.3936,0.430752,-6.43,0.8548,0.631,0.6875
2015,Albany,14,3.01,107.14,104.14,36.0,0.3907,0.581122,-2.99,0.8856,0.4949,0.9375
2015,Arizona,2,29.98,119.17,89.19,130.0,0.6763,0.965536,8.94,0.7327,0.5499,0.8889
2015,Arkansas,5,16.7,114.97,98.26,37.0,0.6436,0.85881,3.8,0.7356,0.484,0.7222
2015,Baylor,3,22.72,117.67,94.95,237.0,0.7182,0.921799,4.78,0.6828,0.5356,0.6111
2015,Belmont,15,2.32,110.91,108.59,76.0,0.432,0.560378,-4.42,0.8616,0.4553,0.6875
2015,Buffalo,12,11.17,111.02,99.84,144.0,0.542,0.772044,-0.97,0.8182,0.5076,0.6667
2015,Butler,6,19.16,109.93,90.77,168.0,0.7057,0.900467,3.36,0.6758,0.5381,0.6667
2015,California-Irvine,13,5.14,104.36,99.22,53.0,0.6295,0.641279,-3.4,0.7385,0.4808,0.3889
2015,Cincinnati,8,14.13,108.35,94.21,224.0,0.5973,0.833072,-1.16,0.7889,0.5822,0.7222
2015,Coastal Carolina,16,2.03,106.79,104.77,143.0,0.3754,0.554873,-4.83,0.8852,0.4555,0.6667
2015,Davidson,10,15.96,120.21,104.25,94.0,0.5772,0.837287,1.82,0.7822,0.4477,0.7778
2015,Dayton,11,12.23,108.8,96.57,28.0,0.5949,0.797609,0.9,0.8012,0.5404,0.7222
2015,Duke,1,33.99,126.79,92.8,42.0,0.7301,0.973109,10.56,0.6315,0.5554,0.8333
2015,Eastern Washington,13,2.88,112.28,109.4,10.0,0.4284,0.574189,-2.29,0.8694,0.5758,0.7778
2015,Georgetown,4,18.28,114.26,95.98,106.0,0.7281,0.881311,3.6,0.667,0.5966,0.6667
2015,Georgia,10,14.38,109.17,94.79,116.0,0.6946,0.835458,1.52,0.7056,0.5601,0.6111
2015,Georgia State,14,11.62,111.67,100.05,218.0,0.4742,0.779717,-2.61,0.8456,0.5585,0.75
2015,Gonzaga,2,26.8,122.0,95.2,32.0,0.6242,0.945459,7.87,0.7667,0.5959,0.9444
2015,Hampton,16,-6.9,97.08,103.98,217.0,0.3473,0.312207,-12.35,0.8825,0.4674,0.5
2015,Harvard,13,7.46,104.38,96.92,48.0,0.5062,0.701258,-1.08,0.8347,0.5261,0.7857
2015,Indiana,10,15.82,120.95,105.13,223.0,0.6617,0.833711,-0.37,0.7086,0.4559,0.5
2015,Iowa,7,21.21,115.34,94.12,294.0,0.6842,0.911929,1.97,0.6828,0.5154,0.6667
2015,Iowa State,3,20.93,119.12,98.19,50.0,0.7136,0.902173,6.79,0.6693,0.5174,0.6667
2015,Kansas,2,22.03,114.89,92.87,27.0,0.785,0.920381,8.74,0.6277,0.7175,0.7222
2015,Kentucky,1,35.62,121.77,86.15,57.0,0.7023,0.981652,12.96,0.7069,0.6117,1.0
2015,LSU,9,14.19,109.34,95.15,177.0,0.6295,0.831833,0.45,0.7655,0.456,0.6111
2015,Lafayette,16,-4.11,112.05,116.16,17.0,0.4195,0.397922,-6.8,0.8693,0.4835,0.5
2015,Louisville,4,21.34,110.97,89.63,84.0,0.7089,0.921021,5.66,0.6641,0.4966,0.6667
2015,Maryland,4,15.79,111.83,96.04,1.0,0.6705,0.851943,6.83,0.7071,0.4896,0.7778
2015,Michigan State,7,23.1,117.91,94.81,180.0,0.7196,0.924672,2.97,0.6511,0.5174,0.6667
2015,NC State,8,16.55,115.64,99.09,126.0,0.7266,0.855182,0.0,0.6594,0.5492,0.5556
2015,New Mexico State,15,6.09,106.15,100.06,239.0,0.4132,0.663562,-4.26,0.8581,0.5579,0.9286
2015,North Carolina,4,26.53,121.17,94.65,257.0,0.7772,0.944875,6.38,0.6118,0.6792,0.6111
2015,North Dakota State,15,0.28,102.77,102.49,12.0,0.4246,0.507896,-3.69,0.8645,0.4293,0.75
2015,Northeastern,14,6.11,109.04,102.93,133.0,0.4793,0.660001,-4.25,0.86,0.5507,0.6667
2015,Northern Iowa,5,22.15,117.28,95.13,72.0,0.552,0.917367,5.56,0.8123,0.5482,0.8889
2015,Notre Dame,3,26.06,126.96,100.9,11.0,0.6616,0.933534,8.44,0.6729,0.3583,0.7778
2015,Ohio State,10,20.17,115.52,95.35,210.0,0.6589,0.900824,2.4,0.7039,0.4014,0.6111
2015,Oklahoma,3,22.26,112.99,90.73,248.0,0.7243,0.925749,4.25,0.666,0.5509,0.6667
2015,Oklahoma State,9,14.42,112.28,97.86,202.0,0.7181,0.829242,0.05,0.6741,0.5099,0.4444
2015,Ole Miss,11,12.23,113.66,101.43,98.0,0.6717,0.787382,-0.55,0.7328,0.512,0.6111
2015,Oregon,8,14.51,115.8,101.29,14.0,0.6685,0.823459,2.95,0.7178,0.5171,0.7222
2015,Providence,6,17.13,113.02,95.89,105.0,0.7246,0.868746,3.55,0.6651,0.5886,0.6111
2015,Purdue,9,15.79,112.05,96.26,206.0,0.6683,0.851572,0.9,0.7061,0.4807,0.6667
2015,Robert Morris,16,-2.21,102.85,105.06,123.0,0.4073,0.439166,-8.3,0.8627,0.5592,0.6667
2015,SMU,6,16.26,112.91,96.65,68.0,0.5856,0.856654,3.3,0.7934,0.562,0.8333
2015,San Diego State,8,15.45,105.0,89.55,136.0,0.595,0.861821,1.51,0.779,0.6004,0.7778
2015,St. John's,9,15.17,112.06,96.88,96.0,0.7061,0.841998,2.22,0.6755,0.5422,0.5556
2015,Stephen F. Austin,12,12.52,113.09,100.56,45.0,0.4102,0.794049,1.48,0.8563,0.5427,0.9444
2015,Texas,11,18.5,112.15,93.64,312.0,0.6965,0.888328,0.77,0.6785,0.5032,0.4444
2015,Texas Southern,15,-5.38,104.33,109.71,9.0,0.3897,0.359427,-4.3,0.8126,0.7453,0.8889
2015,UAB,14,2.42,104.5,102.08,148.0,0.5243,0.567033,-7.24,0.8222,0.6006,0.6667
2015,UCLA,11,14.53,113.41,98.88,142.0,0.6745,0.828733,-0.05,0.6927,0.577,0.6111
2015,Utah,5,25.5,116.47,90.97,298.0,0.673,0.944915,3.65,0.703,0.5409,0.7222
2015,Valparaiso,13,10.49,106.99,96.49,61.0,0.4661,0.766211,0.4,0.8805,0.4272,0.8125
2015,Villanova,1,30.27,123.61,93.34,71.0,0.695,0.961968,11.23,0.726,0.5495,0.8889
2015,Virginia,2,27.47,113.87,86.4,63.0,0.6924,0.959868,9.92,0.6953,0.5399,0.8889
2015,Virginia Commonwealth,7,27.47,113.87,86.4,63.0,0.6924,0.959868,9.92,0.6953,0.5399,0.8889
2015,West Virginia,5,16.41,111.94,95.54,18.0,0.7067,0.860865,3.95,0.6829,0.4899,0.6111
2015,Wichita State,7,22.39,116.12,93.74,102.0,0.5941,0.921487,4.42,0.7848,0.6169,0.9444
2015,Wisconsin,1,34.7,130.54,95.84,67.0,0.747,0.972161,11.26,0.6543,0.6354,0.8889
2015,Wofford,12,5.91,104.74,98.83,6.0,0.4393,0.661074,0.47,0.8496,0.608,0.8889
2015,Wyoming,12,4.25,104.32,100.07,5.0,0.5133,0.617431,-1.35,0.8274,0.365,0.6111
2015,Xavier,6,20.02,117.4,97.39,279.0,0.734,0.895633,1.27,0.6808,0.584,0.5
2016,Arizona,6,20.02,116.81,96.79,154.0,0.6585,0.89678,3.47,0.739,0.4821,0.6667
2016,Austin Peay,16,-5.46,104.52,109.98,117.0,0.4336,0.357538,-11.15,0.8614,0.4812,0.4375
2016,Baylor,5,18.38,118.89,100.51,97.0,0.7133,0.873358,3.48,0.6459,0.4927,0.5556
2016,Buffalo,14,2.76,106.12,103.36,93.0,0.5392,0.575156,-5.65,0.811,0.5541,0.5556
2016,Butler,9,19.31,119.07,99.77,152.0,0.6625,0.884368,2.08,0.6891,0.4665,0.5556
2016,Cal State Bakersfield,15,7.98,104.61,96.63,243.0,0.388,0.71355,-3.39,0.8779,0.4504,0.7857
2016,California,4,19.37,113.22,93.85,263.0,0.6765,0.8964,2.29,0.7272,0.499,0.6667
2016,Chattanooga,12,4.81,106.58,101.77,2.0,0.4225,0.629628,0.55,0.8706,0.5033,0.8333
2016,Cincinnati,9,16.33,110.95,94.62,246.0,0.6051,0.861904,0.36,0.7607,0.4933,0.6667
2016,Colorado,8,12.44,108.62,96.18,78.0,0.6623,0.801968,0.73,0.7281,0.4867,0.5556
2016,Dayton,7,12.68,106.32,93.63,25.0,0.6224,0.811681,2.56,0.7849,0.5907,0.7778
2016,Duke,4,21.95,121.92,99.97,143.0,0.7423,0.907451,4.21,0.6734,0.6232,0.6111
2016,Florida Gulf Coast,16,0.71,103.82,103.11,279.0,0.4134,0.519812,-8.27,0.8742,0.5011,0.5714
2016,Fresno State,14,6.1,107.24,101.14,10.0,0.558,0.662219,-0.72,0.8131,0.4784,0.7222
2016,Gonzaga,11,22.78,118.37,95.6,244.0,0.5967,0.921118,2.2,0.7758,0.636,0.8333
2016,Green Bay,14,2.76,107.86,105.1,42.0,0.5058,0.573998,-4.37,0.8324,0.5339,0.6111
2016,Hampton,16,-9.03,99.3,108.33,5.0,0.3185,0.268775,-6.15,0.8935,0.5162,0.8125
2016,Hawaii,13,11.83,107.78,95.95,48.0,0.4927,0.792078,0.95,0.8473,0.4016,0.8125
2016,Holy Cross,16,-9.69,97.95,107.64,98.0,0.3766,0.252678,-14.25,0.8911,0.3873,0.2778
2016,Indiana,5,22.64,122.11,99.47,148.0,0.635,0.913626,3.3,0.7448,0.4759,0.8333
2016,Iona,13,7.13,110.16,103.04,138.0,0.4684,0.683379,-3.35,0.8492,0.6224,0.8
2016,Iowa,7,18.81,115.59,96.78,176.0,0.6718,0.885219,2.01,0.6951,0.5407,0.6667
2016,Iowa State,4,21.92,122.08,100.17,169.0,0.7323,0.906826,3.52,0.6464,0.5652,0.5556
2016,Kansas,1,30.21,121.6,91.39,60.0,0.7512,0.963904,11.45,0.6357,0.6058,0.8333
2016,Kentucky,4,27.58,123.87,96.29,301.0,0.7017,0.94766,5.02,0.7144,0.5986,0.7222
2016,Little Rock,12,11.37,108.65,97.27,8.0,0.4846,0.781049,2.2,0.8424,0.4825,0.85
2016,Maryland,5,18.45,115.98,97.53,52.0,0.6706,0.880021,4.02,0.7045,0.5044,0.6667
2016,Miami (FL),3,22.63,120.32,97.69,41.0,0.7436,0.916512,6.87,0.6615,0.5954,0.7222
2016,Michigan,11,13.9,114.23,100.32,88.0,0.6553,0.816462,0.88,0.7079,0.4827,0.5556
2016,Michigan State,2,26.33,123.4,97.07,130.0,0.6439,0.940475,7.35,0.7368,0.5309,0.7222
2016,Middle Tennessee,15,4.5,104.83,100.33,16.0,0.4983,0.623572,-2.99,0.8513,0.5706,0.7222
2016,North Carolina,1,28.19,124.26,96.07,87.0,0.737,0.950678,8.53,0.664,0.6,0.7778
2016,Northern Iowa,11,13.04,110.67,97.63,222.0,0.6014,0.808755,-1.98,0.7714,0.6599,0.6111
2016,Notre Dame,6,14.54,118.98,104.44,11.0,0.7073,0.817459,2.32,0.6702,0.499,0.6111
2016,Oklahoma,2,24.6,119.09,94.5,35.0,0.7526,0.934658,7.88,0.6226,0.5627,0.6667
2016,Oregon,1,21.99,119.11,97.12,47.0,0.7078,0.912736,6.71,0.7111,0.5599,0.7778
2016,Oregon State,7,11.69,110.88,99.19,58.0,0.7173,0.782601,0.32,0.6909,0.5528,0.5
2016,Pittsburgh,10,17.0,114.89,97.9,160.0,0.6857,0.863056,1.77,0.6829,0.4166,0.5
2016,Providence,9,14.03,110.31,96.28,13.0,0.6761,0.826953,3.35,0.6766,0.4806,0.5556
2016,Purdue,5,23.77,118.13,94.36,260.0,0.6586,0.929795,4.45,0.7307,0.5044,0.6667
2016,Saint Joseph's,8,16.45,115.14,98.69,45.0,0.6316,0.854835,3.56,0.7704,0.5674,0.7222
2016,Seton Hall,6,19.01,111.53,92.52,57.0,0.6806,0.89558,5.3,0.6852,0.4861,0.6667
2016,South Dakota State,12,9.52,111.51,101.99,72.0,0.4972,0.736144,-1.02,0.8682,0.5327,0.75
2016,Stephen F. Austin,14,14.01,111.01,97.0,221.0,0.3654,0.825058,-1.06,0.8799,0.5821,1.0
2016,Stony Brook,13,5.41,105.72,100.31,24.0,0.4084,0.646583,-0.96,0.8696,0.5922,0.875
2016,Syracuse,10,17.79,112.52,94.73,204.0,0.7039,0.878615,-0.3,0.6721,0.5161,0.5
2016,Temple,10,8.62,107.17,98.55,21.0,0.6253,0.724047,-0.04,0.7444,0.5713,0.7778
2016,Texas,6,15.76,112.82,97.06,64.0,0.7548,0.849503,3.07,0.6412,0.6295,0.6111
2016,Texas A&M,3,20.61,113.94,93.33,108.0,0.7041,0.908405,5.15,0.7155,0.5984,0.7222
2016,Texas Tech,8,13.66,113.69,100.03,68.0,0.7251,0.81335,1.25,0.6705,0.5522,0.5
2016,UConn,9,16.79,111.44,94.64,175.0,0.6323,0.867426,1.23,0.7475,0.5215,0.6111
2016,UNC Asheville,15,1.77,102.29,100.52,171.0,0.4029,0.549986,-6.14,0.8748,0.5537,0.6667
2016,UNC Wilmington,13,8.43,110.37,101.94,31.0,0.5222,0.713824,-0.6,0.8503,0.4052,0.7778
2016,USC,8,14.76,114.53,99.77,181.0,0.6745,0.830213,0.23,0.7279,0.5163,0.5
2016,Utah,3,18.15,116.51,98.36,19.0,0.705,0.87515,5.67,0.6888,0.5637,0.7222
2016,VCU,10,17.75,112.91,95.16,278.0,0.6123,0.877272,0.03,0.7813,0.5461,0.7778
2016,Villanova,2,32.01,123.97,91.96,96.0,0.7209,0.968786,8.95,0.659,0.5872,0.8889
2016,Virginia,1,28.64,120.78,92.14,185.0,0.7524,0.957418,8.65,0.6375,0.6282,0.7222
2016,Weber State,15,2.29,102.69,100.4,39.0,0.3991,0.564415,-3.5,0.8936,0.5546,0.8333
2016,West Virginia,3,24.08,115.67,91.59,133.0,0.7236,0.936078,7.32,0.6516,0.5506,0.7222
2016,Wichita State,11,22.1,111.07,88.97,337.0,0.5927,0.927688,0.28,0.7872,0.66,0.8889
2016,Wisconsin,7,14.98,109.52,94.54,120.0,0.6952,0.844369,0.49,0.6923,0.5736,0.6667
2016,Xavier,2,22.47,117.81,95.35,36.0,0.6953,0.919327,7.73,0.7075,0.5826,0.7778
2016,Yale,12,13.52,109.98,96.47,111.0,0.4914,0.818768,0.1,0.8187,0.4807,0.9286
2017,Arizona,2,21.91,118.36,96.45,7.0,0.6667,0.913216,7.9,0.7333,0.5885,0.8889
2017,Arkansas,8,14.77,115.52,100.75,2.0,0.6764,0.828202,3.89,0.6975,0.5002,0.6667
2017,Baylor,3,22.03,117.0,94.97,16.0,0.7301,0.916785,7.83,0.6437,0.5147,0.6667
2017,Bucknell,13,9.23,109.07,99.84,154.0,0.4318,0.734399,-1.96,0.8618,0.5398,0.8333
2017,Butler,4,20.64,118.45,97.81,33.0,0.7388,0.900403,5.51,0.6669,0.6371,0.6667
2017,Cincinnati,6,23.02,115.97,92.95,96.0,0.6204,0.927229,5.7,0.7546,0.5417,0.8889
2017,Creighton,6,18.97,115.18,96.21,106.0,0.6809,0.88788,4.25,0.7053,0.468,0.5556
2017,Dayton,7,13.97,111.83,97.85,61.0,0.5857,0.822743,1.55,0.7963,0.543,0.8333
2017,Duke,2,26.25,122.79,96.54,84.0,0.7351,0.940809,8.53,0.6278,0.5412,0.6111
2017,East Tennessee State,13,12.43,109.81,97.38,250.0,0.6992,0.799264,-2.25,0.6661,0.5779,0.4444
2017,Florida,4,27.34,117.33,90.0,248.0,0.7572,0.954794,6.32,0.6428,0.6665,0.7778
2017,Florida Gulf Coast,14,4.5,108.75,104.25,37.0,0.3713,0.619134,-1.63,0.8709,0.4439,0.8571
2017,Florida State,3,27.34,117.33,90.0,248.0,0.7572,0.954794,6.32,0.6428,0.6665,0.7778
2017,Gonzaga,1,31.25,118.5,87.25,64.0,0.5772,0.971279,7.79,0.7636,0.5513,0.9444
2017,Iona,14,3.5,110.24,106.74,113.0,0.4606,0.591815,-5.57,0.8609,0.5038,0.6
2017,Iowa State,5,23.37,120.6,97.24,104.0,0.754,0.922486,6.4,0.6055,0.5284,0.6667
2017,Jacksonville State,15,0.31,105.36,105.06,156.0,0.4211,0.508338,-7.87,0.8653,0.4141,0.5625
2017,Kansas,1,26.65,122.2,95.55,3.0,0.7597,0.944206,10.93,0.6342,0.6013,0.8889
2017,Kansas State,11,17.68,112.93,95.25,183.0,0.7134,0.876294,1.58,0.6465,0.4313,0.4444
2017,Kent State,14,1.33,105.06,103.73,92.0,0.4532,0.536684,-7.01,0.8795,0.3495,0.5556
2017,Kentucky,2,26.78,119.07,92.29,47.0,0.7228,0.949306,9.0,0.6711,0.5849,0.8889
2017,Louisville,2,25.86,118.22,92.36,199.0,0.7484,0.944739,6.85,0.6421,0.6164,0.6667
2017,Marquette,10,19.61,122.48,102.87,301.0,0.6889,0.881487,0.58,0.6878,0.5069,0.5556
2017,Maryland,6,15.2,114.09,98.89,17.0,0.672,0.838119,3.68,0.7289,0.4937,0.6667
2017,Miami (FL),8,17.3,111.4,94.1,126.0,0.7006,0.874456,2.88,0.6582,0.4609,0.5556
2017,Michigan,7,25.43,124.0,98.57,277.0,0.7226,0.933339,3.76,0.6591,0.5332,0.5556
2017,Michigan State,9,16.48,112.31,95.84,212.0,0.7243,0.861119,0.38,0.6541,0.5779,0.5556
2017,Middle Tennessee,12,14.56,112.13,97.57,34.0,0.4809,0.831931,2.18,0.8643,0.566,0.9444
2017,Minnesota,5,16.24,110.09,93.86,58.0,0.6951,0.86234,3.69,0.7115,0.5096,0.6111
2017,Mount St. Mary's,16,-2.66,99.84,102.5,103.0,0.4204,0.425015,-7.76,0.8264,0.6691,0.7778
2017,Nevada,12,13.07,114.69,101.62,25.0,0.5539,0.800846,1.83,0.835,0.4934,0.7778
2017,New Mexico State,14,6.92,110.26,103.34,13.0,0.3979,0.678122,-0.12,0.8926,0.3594,0.7857
2017,North Carolina,1,29.21,121.64,92.43,87.0,0.7427,0.95924,8.31,0.6329,0.5707,0.7778
2017,North Dakota,15,0.49,103.93,103.44,90.0,0.3458,0.513511,-5.24,0.9097,0.3879,0.7778
2017,Northern Kentucky,15,1.52,106.49,104.98,42.0,0.3981,0.541104,-4.79,0.8811,0.371,0.6667
2017,Northwestern,8,16.02,111.85,95.84,86.0,0.6832,0.855362,1.95,0.6982,0.4868,0.5556
2017,Notre Dame,5,22.62,120.04,97.42,88.0,0.7092,0.916951,5.92,0.6515,0.477,0.6667
2017,Oklahoma State,10,24.02,127.38,103.36,274.0,0.7362,0.91706,3.27,0.6183,0.5252,0.5
2017,Oregon,3,23.67,118.49,94.82,43.0,0.6615,0.928432,6.0,0.734,0.5223,0.8889
2017,Princeton,12,12.26,108.56,96.3,147.0,0.4592,0.798639,-0.28,0.8561,0.4823,1.0
2017,Purdue,4,23.12,117.25,94.13,97.0,0.6926,0.925952,5.58,0.6862,0.4945,0.7778
2017,Rhode Island,11,17.07,112.04,94.97,226.0,0.6093,0.87005,0.48,0.7803,0.558,0.7222
2017,SMU,6,25.79,120.87,95.08,152.0,0.6104,0.940485,6.49,0.7772,0.5429,0.9444
2017,Saint Mary's,7,24.14,118.86,94.72,158.0,0.5292,0.931545,3.97,0.8033,0.4722,0.8889
2017,Seton Hall,9,13.1,109.7,96.6,19.0,0.6956,0.81183,2.61,0.6724,0.4916,0.5556
2017,South Carolina,7,19.37,109.4,90.03,151.0,0.7078,0.9039,1.66,0.6851,0.5329,0.6667
2017,South Dakota State,16,-1.57,109.0,110.57,148.0,0.4572,0.458973,-9.69,0.8575,0.4731,0.5
