year,team,seed,adj_em,adj_o,adj_d,tempo,sos,barthag,wab,elite_sos,ncsos,conf_winpct
2017,Texas Southern,16,-5.52,101.8,107.33,11.0,0.3497,0.352584,-4.31,0.8323,0.6865,0.8889
2017,Troy,15,2.31,109.6,107.29,200.0,0.4288,0.560962,-7.9,0.8768,0.3298,0.5556
2017,UC Davis,16,-3.3,98.3,101.6,5.0,0.3846,0.406201,-7.37,0.8986,0.4073,0.6875
2017,UCLA,3,23.03,123.53,100.49,15.0,0.6144,0.914768,6.68,0.7423,0.4667,0.8333
2017,UNC Wilmington,12,12.87,118.75,105.88,20.0,0.4863,0.789094,1.69,0.8572,0.4764,0.8333
2017,USC,11,12.56,114.12,101.56,9.0,0.6215,0.792639,1.36,0.7463,0.4686,0.5556
2017,VCU,10,12.0,108.84,96.83,26.0,0.6001,0.79314,1.41,0.7991,0.5408,0.7778
2017,Vanderbilt,9,18.35,113.1,94.75,332.0,0.747,0.88454,0.08,0.6637,0.6502,0.5556
2017,Vermont,13,11.94,110.97,99.03,65.0,0.4146,0.78745,0.86,0.8672,0.5082,1.0
2017,Villanova,1,29.38,122.9,93.52,55.0,0.7132,0.958605,11.04,0.6933,0.6068,0.8333
2017,Virginia,5,24.62,112.52,87.9,303.0,0.7497,0.944798,4.96,0.6319,0.5744,0.6111
2017,Virginia Tech,9,15.59,119.04,103.45,18.0,0.682,0.834062,3.3,0.6708,0.4076,0.5556
2017,West Virginia,4,25.74,116.02,90.28,184.0,0.7004,0.947086,6.35,0.6581,0.3998,0.6667
2017,Wichita State,10,24.86,118.06,93.19,192.0,0.5384,0.93817,4.18,0.8152,0.4848,0.9444
2017,Winthrop,13,4.1,106.27,102.17,35.0,0.3424,0.611173,-1.67,0.8953,0.4315,0.8333
2017,Wisconsin,8,22.24,115.33,93.09,119.0,0.7095,0.921576,5.12,0.6627,0.5191,0.6667
2017,Xavier,11,17.4,116.27,98.87,85.0,0.7477,0.865798,1.55,0.6525,0.6337,0.5
2018,Alabama,9,12.46,108.19,95.73,101.0,0.7507,0.803248,-1.13,0.6805,0.5898,0.4444
2018,Arizona,4,16.46,117.19,100.73,30.0,0.6506,0.850795,3.79,0.7734,0.572,0.7778
2018,Arkansas,7,16.18,117.0,100.82,53.0,0.7246,0.847102,2.8,0.6871,0.5613,0.5556
2018,Auburn,4,17.05,114.3,97.25,24.0,0.674,0.864992,4.27,0.7371,0.4831,0.7222
2018,Bucknell,14,6.76,108.52,101.75,112.0,0.4215,0.676981,-3.0,0.8613,0.617,0.8889
2018,Buffalo,13,11.79,114.86,103.07,104.0,0.4993,0.776582,-1.29,0.8465,0.5425,0.8333
2018,Butler,10,20.76,116.43,95.67,282.0,0.7348,0.905371,1.72,0.6382,0.5383,0.5
2018,Cal State Fullerton,15,-0.8,101.97,102.77,14.0,0.4505,0.477497,-5.45,0.8614,0.4745,0.625
2018,Cincinnati,2,24.24,112.11,87.87,146.0,0.5809,0.942751,5.97,0.7804,0.4598,0.8889
2018,Clemson,5,19.44,112.88,93.45,75.0,0.7056,0.897827,3.96,0.675,0.5003,0.6111
2018,College of Charleston,13,2.5,107.04,104.54,3.0,0.3926,0.567462,-2.1,0.8906,0.293,0.7778
2018,Creighton,8,18.83,116.56,97.73,211.0,0.6785,0.883495,2.05,0.6797,0.4325,0.5556
2018,Davidson,12,14.6,117.32,102.72,327.0,0.5559,0.821729,-2.84,0.8085,0.5217,0.7222
2018,Duke,2,29.36,122.68,93.33,267.0,0.7222,0.958727,6.64,0.6824,0.6038,0.7222
2018,Florida,6,21.34,115.59,94.24,331.0,0.7309,0.912731,1.41,0.6768,0.6059,0.6111
2018,Florida State,9,21.34,115.59,94.24,331.0,0.7309,0.912731,1.41,0.6768,0.6059,0.6111
2018,Georgia State,15,7.29,109.11,101.82,240.0,0.4247,0.688839,-5.06,0.8919,0.3659,0.6667
2018,Gonzaga,4,22.36,117.59,95.22,69.0,0.5511,0.918789,4.86,0.7925,0.5725,0.9444
2018,Houston,6,20.88,115.21,94.33,210.0,0.582,0.908816,2.47,0.7733,0.4592,0.7778
2018,Iona,15,1.29,109.24,107.95,114.0,0.4507,0.534126,-7.26,0.8654,0.5441,0.6111
2018,Kansas State,9,15.8,109.82,94.02,38.0,0.6991,0.856488,2.53,0.6788,0.4197,0.5556
2018,Kansas#,1,25.79,122.49,96.7,39.0,0.7759,0.938117,8.17,0.635,0.6101,0.7222
2018,Kentucky,5,20.15,116.15,96.0,106.0,0.7547,0.899495,4.3,0.6787,0.6311,0.5556
2018,Lipscomb,15,1.47,103.57,102.1,36.0,0.3822,0.541102,-3.15,0.8502,0.4702,0.7143
2018,Loyola–Chicago,11,15.06,110.79,95.73,10.0,0.5556,0.842923,1.99,0.812,0.3776,0.8333
2018,Marshall,13,5.76,108.8,103.03,18.0,0.4994,0.651549,-2.51,0.8237,0.3598,0.6667
2018,Miami (FL),6,16.71,113.54,96.83,85.0,0.6669,0.861807,2.69,0.7121,0.4609,0.6111
2018,Michigan,3,24.03,114.75,90.71,46.0,0.6915,0.937185,6.88,0.6677,0.4146,0.7222
2018,Michigan State,3,24.52,119.18,94.66,43.0,0.6614,0.93397,7.97,0.7278,0.4484,0.8889
2018,Missouri,8,15.04,111.42,96.38,178.0,0.7049,0.841222,0.45,0.7083,0.5251,0.5556
2018,Montana,14,8.29,107.04,98.75,57.0,0.4333,0.716487,-1.12,0.8627,0.4461,0.8889
2018,Murray State,12,9.89,111.01,101.12,59.0,0.4048,0.745145,-0.38,0.8869,0.3971,0.8889
2018,NC State,9,14.29,116.03,101.73,86.0,0.6466,0.819317,0.87,0.71,0.3894,0.6111
2018,Nevada,7,16.1,119.12,103.02,22.0,0.6236,0.84151,2.49,0.7811,0.5887,0.8333
2018,New Mexico State,12,11.72,107.15,95.43,34.0,0.452,0.791228,1.35,0.8571,0.4889,0.8571
2018,North Carolina,2,23.56,120.96,97.4,89.0,0.7613,0.923558,7.12,0.6167,0.6664,0.6111
2018,Ohio State,5,21.66,116.29,94.63,135.0,0.7023,0.91455,4.51,0.6932,0.5405,0.8333
2018,Oklahoma,10,15.09,114.88,99.79,116.0,0.7464,0.834706,1.08,0.6496,0.5603,0.4444
2018,Penn,16,6.07,104.05,97.98,130.0,0.4161,0.666205,-3.29,0.883,0.4122,0.8571
2018,Providence,10,12.46,108.77,96.31,21.0,0.7303,0.802027,1.96,0.6526,0.5112,0.5556
2018,Purdue,2,27.49,123.56,96.06,133.0,0.7008,0.947566,7.63,0.6886,0.5416,0.8333
2018,Radford,16,-1.41,101.76,103.17,47.0,0.3834,0.460395,-6.49,0.8681,0.4526,0.6667
2018,Rhode Island,7,12.34,109.97,97.63,9.0,0.5994,0.797163,1.62,0.7869,0.597,0.8333
2018,San Diego State,11,15.31,110.45,95.15,320.0,0.5663,0.84752,-1.57,0.8044,0.4646,0.6111
2018,Seton Hall,8,19.65,118.2,98.55,162.0,0.7257,0.89,2.5,0.6641,0.5319,0.5556
2018,South Dakota State,12,12.89,114.17,101.28,77.0,0.4506,0.798531,0.64,0.8505,0.4485,0.9286
2018,St. Bonaventure,11,9.89,109.91,100.03,1.0,0.5744,0.747239,1.43,0.8013,0.5272,0.7778
2018,Stephen F. Austin,14,7.11,104.7,97.59,118.0,0.3197,0.691766,-1.83,0.9022,0.3277,0.7778
2018,Syracuse,11,13.9,106.3,92.4,84.0,0.7134,0.833607,-0.42,0.6833,0.5502,0.4444
2018,TCU,6,18.98,119.77,100.79,190.0,0.7237,0.87912,2.19,0.6841,0.5205,0.5
2018,Tennessee,3,22.12,114.54,92.43,120.0,0.7449,0.921802,6.39,0.6752,0.645,0.7222
2018,Texas,10,15.55,109.64,94.09,152.0,0.7441,0.853068,1.35,0.635,0.5647,0.4444
2018,Texas A&M,7,16.48,111.53,95.05,73.0,0.748,0.862776,1.93,0.6514,0.6175,0.5
2018,Texas Southern,16,-7.61,105.0,112.6,275.0,0.3956,0.309127,-10.86,0.8058,0.8046,0.6667
2018,Texas Tech,3,21.26,113.08,91.81,80.0,0.7132,0.916494,4.67,0.656,0.4407,0.6111
2018,UMBC,16,-0.07,102.47,102.54,20.0,0.3873,0.498076,-4.82,0.8693,0.35,0.75
2018,UNC Greensboro,13,8.22,103.7,95.48,108.0,0.3823,0.720953,-1.54,0.8728,0.3483,0.8333
2018,Villanova,1,34.31,128.73,94.42,81.0,0.7577,0.972465,10.63,0.6536,0.6033,0.7778
2018,Virginia,1,27.88,115.02,87.14,32.0,0.7086,0.960542,11.26,0.7017,0.5547,0.9444
2018,Virginia Tech,8,16.57,115.5,98.94,159.0,0.6442,0.855758,1.34,0.7001,0.3639,0.5556
2018,West Virginia,5,25.0,121.16,96.16,252.0,0.7077,0.934451,4.58,0.6626,0.4468,0.6111
2018,Wichita State,4,18.23,121.26,103.03,70.0,0.6243,0.866895,3.41,0.7609,0.5687,0.7778
2018,Wright State,14,2.21,99.71,97.5,23.0,0.4074,0.563992,-3.49,0.877,0.4636,0.7778
2018,Xavier,1,23.67,121.33,97.66,16.0,0.7236,0.923828,8.8,0.6866,0.5769,0.8333
2019,Abilene Christian,15,0.42,102.01,101.58,24.0,0.2844,0.511969,-2.47,0.9114,0.2763,0.7778
2019,Arizona State,11,10.89,109.57,98.69,43.0,0.6298,0.769126,0.23,0.7809,0.5399,0.6667
2019,Auburn,5,25.61,122.02,96.41,139.0,0.7365,0.93756,6.12,0.6497,0.5384,0.6111
2019,Baylor,9,14.96,115.36,100.4,108.0,0.7058,0.831606,0.95,0.6592,0.4568,0.5556
2019,Belmont,11,13.89,115.92,102.03,68.0,0.4473,0.812675,1.37,0.8489,0.5212,0.8889
2019,Bradley,15,0.59,102.13,101.54,113.0,0.4672,0.516741,-7.62,0.8693,0.4069,0.5
2019,Buffalo,6,18.14,114.54,96.39,12.0,0.565,0.879049,5.75,0.8154,0.4957,0.8889
2019,Cincinnati,7,18.18,113.15,94.97,30.0,0.6402,0.882227,5.91,0.7504,0.4842,0.7778
2019,Colgate,15,3.81,110.23,106.42,90.0,0.4135,0.599675,-4.11,0.8749,0.4659,0.7222
2019,Duke,1,29.26,119.64,90.38,36.0,0.7399,0.961776,11.21,0.6164,0.6154,0.7778
2019,Fairleigh Dickinson,16,-5.5,105.7,111.2,116.0,0.3147,0.358163,-9.15,0.9088,0.3831,0.6667
2019,Florida,10,18.28,111.13,92.85,297.0,0.7454,0.887631,0.64,0.6414,0.6275,0.5
2019,Florida State,4,20.45,112.5,92.05,14.0,0.7088,0.909478,7.67,0.6673,0.5445,0.7222
2019,Gardner–Webb,16,-0.49,107.08,107.58,39.0,0.3883,0.486812,-4.86,0.8606,0.3466,0.625
2019,Georgia State,14,5.5,107.74,102.24,4.0,0.529,0.646287,-1.1,0.832,0.545,0.7222
2019,Gonzaga,1,33.35,124.36,91.01,195.0,0.6041,0.973168,7.15,0.7603,0.5601,1.0
2019,Houston,3,24.97,116.59,91.62,71.0,0.6245,0.941114,7.93,0.7676,0.4597,0.8889
2019,Iona,16,-3.33,106.35,109.68,221.0,0.3811,0.412299,-10.19,0.8879,0.5125,0.6667
2019,Iowa,10,14.98,116.82,101.84,15.0,0.7062,0.82897,3.19,0.6667,0.4152,0.5
2019,Iowa State,6,21.32,119.13,97.81,219.0,0.721,0.906171,4.29,0.6672,0.5072,0.5
2019,Kansas,4,20.06,113.73,93.68,11.0,0.7929,0.903013,8.33,0.6142,0.7124,0.6667
2019,Kansas State,4,19.8,108.78,88.97,92.0,0.7179,0.90979,6.56,0.6779,0.5192,0.7778
2019,Kentucky,2,27.29,118.26,90.97,104.0,0.7225,0.953347,8.76,0.6498,0.5582,0.8333
2019,LSU,3,20.84,118.69,97.85,5.0,0.717,0.90204,7.34,0.6832,0.5824,0.8889
2019,Liberty,12,9.62,110.2,100.57,58.0,0.3929,0.74092,-0.43,0.8728,0.3552,0.875
2019,Louisville,7,19.44,113.71,94.27,276.0,0.7222,0.896246,2.31,0.6459,0.6047,0.5556
2019,Marquette,5,15.53,112.58,97.04,102.0,0.6606,0.846509,2.81,0.7553,0.533,0.6667
2019,Maryland,6,17.89,112.4,94.51,72.0,0.7187,0.880077,4.18,0.6612,0.4471,0.65
2019,Michigan,2,28.55,115.32,86.77,201.0,0.7214,0.963441,9.18,0.6606,0.4463,0.75
2019,Michigan State,2,28.35,120.61,92.26,56.0,0.7678,0.956115,10.64,0.6145,0.5876,0.8
2019,Minnesota,10,13.6,111.11,97.51,17.0,0.7428,0.817817,2.68,0.6379,0.4762,0.45
2019,Mississippi State,5,19.7,117.69,97.98,150.0,0.7262,0.891592,4.55,0.6807,0.5866,0.5556
2019,Montana,15,3.2,107.34,104.14,54.0,0.3672,0.586121,-3.01,0.8904,0.4912,0.8
2019,Murray State,12,11.84,111.46,99.62,32.0,0.4128,0.784381,1.35,0.8663,0.4046,0.8889
2019,Nevada,7,16.57,113.52,96.95,41.0,0.5581,0.859858,4.12,0.8365,0.5691,0.8333
2019,New Mexico State,12,13.67,112.86,99.19,78.0,0.4185,0.815328,1.63,0.8819,0.3978,0.9375
2019,North Carolina,1,28.2,120.82,92.62,93.0,0.7379,0.95508,9.98,0.633,0.6128,0.8889
2019,North Dakota State,16,-2.28,107.7,109.98,136.0,0.4307,0.440177,-8.4,0.8486,0.4796,0.5625
2019,Northeastern,13,6.66,110.19,103.53,84.0,0.494,0.671867,-2.58,0.8437,0.6555,0.7778
2019,Northern Kentucky,14,6.52,108.87,102.35,73.0,0.4274,0.670505,-2.03,0.8689,0.3904,0.7222
2019,Ohio State,11,13.57,108.59,95.03,94.0,0.7342,0.822664,0.85,0.6489,0.4966,0.4
2019,Oklahoma,9,16.95,111.25,94.3,143.0,0.7887,0.870014,2.53,0.632,0.6974,0.3889
2019,Old Dominion,14,4.56,100.22,95.65,7.0,0.4747,0.630852,-1.57,0.8684,0.4298,0.7222
2019,Ole Miss,8,15.0,114.03,99.03,172.0,0.6908,0.835122,0.95,0.7063,0.508,0.5556
2019,Oregon,12,16.2,108.97,92.77,282.0,0.6339,0.864281,-0.97,0.7635,0.5434,0.5556
2019,Purdue,3,27.92,123.49,95.57,245.0,0.7633,0.950127,6.1,0.6313,0.603,0.8
2019,Saint Louis,13,5.62,102.33,96.71,60.0,0.5468,0.656844,-2.96,0.8148,0.4946,0.5556
2019,Saint Mary's,11,16.7,114.12,97.41,311.0,0.5881,0.860571,-0.6,0.7704,0.5197,0.6875
2019,Seton Hall,10,10.7,108.77,98.07,74.0,0.6954,0.76684,-0.29,0.7274,0.5863,0.5
2019,Syracuse,8,15.9,111.28,95.38,257.0,0.6989,0.854785,0.51,0.6943,0.5502,0.5556
2019,Tennessee,2,27.02,123.52,96.5,31.0,0.7012,0.944741,9.83,0.6647,0.5104,0.8333
2019,Texas Tech,3,29.52,115.93,86.42,191.0,0.7084,0.967037,7.01,0.6533,0.4432,0.7778
2019,UC Irvine,13,9.66,108.26,98.6,18.0,0.4216,0.745539,0.93,0.8749,0.4989,0.9375
2019,UCF,9,19.2,113.59,94.39,205.0,0.6407,0.89372,2.17,0.7507,0.4685,0.7222
2019,Utah State,8,14.55,112.37,97.82,87.0,0.4993,0.83133,2.25,0.8334,0.4811,0.8333
2019,VCU,8,16.88,105.57,88.69,249.0,0.5681,0.881234,1.36,0.8154,0.6096,0.8889
2019,Vermont,13,9.19,108.16,98.96,115.0,0.3815,0.73529,-0.75,0.8824,0.5341,0.875
2019,Villanova,6,15.4,115.51,100.11,19.0,0.6995,0.83831,3.73,0.7286,0.6052,0.7222
2019,Virginia,1,32.67,123.77,91.1,21.0,0.7104,0.971383,11.09,0.6396,0.4878,0.8889
2019,Virginia Tech,4,24.09,118.63,94.54,176.0,0.661,0.931532,5.01,0.6863,0.4278,0.6667
2019,Washington,9,12.3,106.53,94.22,3.0,0.642,0.803966,3.29,0.7505,0.5768,0.8333
2019,Wisconsin,5,19.13,108.96,89.84,86.0,0.7495,0.901986,6.23,0.63,0.5596,0.7
2019,Wofford,7,19.15,117.31,98.15,52.0,0.4924,0.885958,4.18,0.8108,0.4622,1.0
2019,Yale,14,8.05,111.58,103.54,48.0,0.4872,0.702787,-0.7,0.8442,0.4372,0.7143
2021,Abilene Christian,14,6.88,100.54,93.66,83.0,0.311,0.693177,-1.06,0.8899,0.3332,0.8667
2021,Alabama,2,22.28,111.95,89.67,88.0,0.7724,0.927674,6.88,0.6776,0.6782,0.8889
2021,Arkansas,3,18.35,109.76,91.41,24.0,0.6936,0.891223,4.56,0.6994,0.4012,0.7647
2021,BYU,6,18.96,112.95,93.98,82.0,0.6568,0.892237,3.55,0.7037,0.5887,0.7692
2021,Baylor,1,31.97,124.88,92.92,27.0,0.6849,0.967708,6.69,0.6726,0.4198,0.9286
2021,Clemson,7,14.34,105.87,91.53,23.0,0.7551,0.842131,2.9,0.675,0.6666,0.625
2021,Cleveland State,15,-1.33,100.5,101.82,2.0,0.4292,0.462371,-2.67,0.8571,0.8455,0.8
2021,Colgate,14,10.04,110.43,100.39,64.0,0.3724,0.749442,0.37,0.9167,0.0,0.9167
2021,Colorado,5,23.19,115.69,92.5,204.0,0.7525,0.929107,4.87,0.6647,0.5323,0.7
2021,Creighton,5,18.96,112.59,93.63,100.0,0.7377,0.892866,3.25,0.684,0.4686,0.7
2021,Drake,11,10.15,110.74,100.59,3.0,0.4879,0.751383,1.78,0.8397,0.2508,0.8333
2021,Drexel,16,1.9,106.7,104.8,188.0,0.4205,0.551479,-4.48,0.8811,0.3609,0.4444
2021,Eastern Washington,14,8.33,109.48,101.15,274.0,0.4122,0.712971,-3.12,0.8617,0.6811,0.8
2021,Florida,7,15.82,110.22,94.4,149.0,0.7548,0.85588,1.18,0.6664,0.6144,0.5625
2021,Florida State,4,22.16,115.21,93.05,217.0,0.7338,0.921083,2.39,0.6991,0.573,0.7333
2021,Georgetown,12,13.96,108.67,94.71,242.0,0.7689,0.829412,-1.1,0.6621,0.5799,0.4375
2021,Georgia Tech,9,17.61,113.78,96.18,155.0,0.7157,0.873614,1.85,0.6951,0.4617,0.6471
2021,Gonzaga,1,34.97,125.91,90.94,51.0,0.6627,0.976841,8.5,0.7149,0.5516,1.0
2021,Grand Canyon,15,7.25,104.4,97.15,226.0,0.3989,0.695958,-2.87,0.886,0.3457,0.75
2021,Hartford,16,-2.06,97.08,99.15,117.0,0.3571,0.439881,-4.87,0.8718,0.4818,0.5714
2021,Houston,2,27.86,119.13,91.27,189.0,0.6205,0.955375,4.05,0.7846,0.4443,0.8235
2021,Illinois,1,26.27,116.92,90.65,106.0,0.7925,0.949131,8.81,0.6019,0.6085,0.8
2021,Iona,15,1.92,100.87,98.95,199.0,0.3564,0.555024,-3.19,0.8985,0.4764,0.6667
2021,Iowa,2,26.24,123.43,97.19,211.0,0.7421,0.939826,5.49,0.6342,0.3977,0.7
2021,Kansas,3,17.17,108.75,91.58,28.0,0.7244,0.87829,4.34,0.6477,0.5739,0.6667
2021,LSU,8,20.27,119.79,99.53,171.0,0.7296,0.893923,2.26,0.6656,0.4796,0.6471
2021,Liberty,13,7.81,109.02,101.21,159.0,0.3137,0.701654,-1.68,0.9047,0.3371,0.8462
2021,Loyola Chicago,8,20.47,109.66,89.2,176.0,0.5242,0.914955,1.85,0.8183,0.383,0.8889
2021,Maryland,10,17.02,111.89,94.87,229.0,0.7517,0.869681,0.06,0.6356,0.3978,0.45
2021,Michigan,1,25.96,116.56,90.6,69.0,0.7802,0.947704,7.06,0.6411,0.5258,0.8235
2021,Missouri,9,15.59,111.16,95.56,87.0,0.7763,0.850481,2.08,0.6647,0.6919,0.5
2021,Morehead State,14,2.14,100.13,97.99,9.0,0.4097,0.561708,-1.93,0.8653,0.5354,0.85
2021,Norfolk State,16,-4.01,98.21,102.23,65.0,0.3012,0.386816,-5.04,0.9132,0.3456,0.6667
2021,North Carolina,8,16.03,109.07,93.04,91.0,0.7541,0.861525,2.44,0.6495,0.6152,0.625
2021,North Texas,13,9.55,105.73,96.19,145.0,0.5541,0.748053,-2.42,0.7919,0.4637,0.6429
2021,Ohio,13,10.93,110.55,99.62,173.0,0.5246,0.768019,-1.99,0.8164,0.3834,0.6429
2021,Ohio State,2,23.09,120.41,97.32,141.0,0.7853,0.920443,6.0,0.6136,0.5287,0.6
2021,Oklahoma,8,15.97,111.73,95.76,156.0,0.7158,0.854859,0.3,0.6595,0.497,0.5294
2021,Oklahoma State,4,16.24,108.5,92.26,8.0,0.7451,0.865857,4.85,0.6439,0.5676,0.6111
2021,Oral Roberts,15,3.52,107.8,104.28,119.0,0.4603,0.594226,-4.93,0.8186,0.545,0.6667
2021,Oregon,7,18.43,115.9,97.46,7.0,0.7495,0.879951,4.75,0.6664,0.5497,0.7778
2021,Oregon State,12,14.26,111.09,96.83,39.0,0.7423,0.829212,0.38,0.6449,0.3253,0.5
2021,Purdue,4,18.03,112.33,94.3,94.0,0.7815,0.882047,3.73,0.6393,0.5866,0.6842
2021,Rutgers,10,14.63,106.71,92.09,50.0,0.7932,0.84492,1.75,0.6067,0.4115,0.5
2021,San Diego State,6,19.74,111.25,91.51,157.0,0.5947,0.904305,3.08,0.8109,0.654,0.8235
2021,St. Bonaventure,9,16.51,109.76,93.25,109.0,0.6389,0.866975,1.89,0.7771,0.5187,0.7333
2021,Syracuse,11,16.57,113.37,96.8,122.0,0.7286,0.860234,0.53,0.6846,0.5295,0.5625
2021,Tennessee,5,17.68,107.66,89.98,191.0,0.7157,0.887213,2.34,0.7018,0.4667,0.5882
2021,Texas,3,19.56,112.67,93.11,125.0,0.7349,0.899593,4.16,0.6789,0.6188,0.6471
2021,Texas Southern,16,-5.28,98.1,103.38,53.0,0.3317,0.35373,-4.35,0.864,0.6198,0.7692
2021,Texas Tech,6,20.05,111.95,91.9,282.0,0.6746,0.906326,0.93,0.6725,0.399,0.5294
2021,UC Santa Barbara,12,10.87,108.39,97.51,80.0,0.4308,0.77134,0.12,0.877,0.431,0.8333
2021,UCLA,11,20.38,115.95,95.57,68.0,0.7858,0.902253,2.64,0.6247,0.6754,0.6842
2021,UConn,7,20.59,114.09,93.5,266.0,0.7383,0.907896,2.04,0.6845,0.4743,0.6471
2021,UNC Greensboro,13,4.37,101.92,97.55,44.0,0.4752,0.623365,-3.36,0.8795,0.3875,0.7222
2021,USC,6,23.8,114.31,90.51,136.0,0.772,0.936096,5.54,0.653,0.6032,0.75
2021,Utah State,11,13.97,104.32,90.36,264.0,0.5523,0.839272,-1.13,0.8168,0.5146,0.7895
2021,VCU,10,14.15,104.49,90.33,102.0,0.6366,0.842082,1.02,0.7787,0.5801,0.7143
2021,Villanova,5,21.66,118.46,96.8,144.0,0.758,0.910698,3.06,0.6822,0.6359,0.7333
2021,Virginia,4,19.23,113.72,94.49,112.0,0.7001,0.893841,3.52,0.6957,0.4553,0.7647
2021,Virginia Tech,10,14.51,109.48,94.97,130.0,0.6648,0.836793,0.89,0.7569,0.4866,0.6923
2021,West Virginia,3,19.67,116.15,96.48,163.0,0.7604,0.894094,3.02,0.6648,0.7452,0.6471
2021,Winthrop,12,7.57,104.66,97.09,12.0,0.3349,0.703293,0.99,0.9301,0.515,0.9444
2021,Wisconsin,9,21.16,112.51,91.35,281.0,0.7796,0.916554,2.06,0.606,0.502,0.5
2022,Akron,13,3.8,105.47,101.67,125.0,0.3827,0.604065,-4.27,0.8944,0.3309,0.7
2022,Alabama,6,16.9,115.16,98.27,183.0,0.7714,0.861146,1.95,0.6505,0.7343,0.5
2022,Arizona,1,24.3,118.04,93.73,22.0,0.648,0.934068,8.75,0.7375,0.5133,0.9
2022,Arkansas,4,18.01,108.7,90.69,39.0,0.6991,0.88928,4.46,0.7037,0.5004,0.7222
2022,Auburn,2,21.66,111.67,90.01,68.0,0.7033,0.922703,7.41,0.7259,0.6224,0.8333
2022,Baylor,1,26.46,117.78,91.33,108.0,0.7187,0.949099,8.9,0.6482,0.5065,0.7778
2022,Boise State,8,14.65,107.59,92.93,41.0,0.6238,0.843414,3.49,0.7823,0.5016,0.8333
2022,Cal State Fullerton,15,-1.16,101.96,103.12,19.0,0.4076,0.467396,-5.05,0.881,0.3699,0.7059
2022,Chattanooga,13,10.04,107.3,97.25,49.0,0.4971,0.755899,0.2,0.8533,0.4586,0.7778
2022,Colgate,14,3.8,106.99,103.2,277.0,0.3472,0.602385,-6.11,0.8975,0.4965,0.8889
2022,Colorado State,6,13.76,111.85,98.1,5.0,0.6106,0.818983,4.3,0.7801,0.4432,0.7778
2022,Creighton,9,12.68,104.81,92.14,32.0,0.7021,0.814914,1.71,0.708,0.5197,0.6316
2022,Davidson,10,14.67,115.79,101.11,69.0,0.537,0.826135,2.13,0.8305,0.4431,0.8333
2022,Delaware,15,3.37,106.51,103.14,97.0,0.4743,0.59136,-5.45,0.8636,0.4042,0.5556
2022,Duke,2,26.73,122.72,95.99,106.0,0.6896,0.944019,7.18,0.6977,0.46,0.8
2022,Georgia State,16,3.49,101.91,98.42,187.0,0.4392,0.598838,-5.14,0.8686,0.3959,0.6429
2022,Gonzaga,1,30.42,120.31,89.89,176.0,0.5998,0.966178,6.71,0.7389,0.4933,0.9286
2022,Houston,5,28.04,116.54,88.5,234.0,0.6692,0.959522,6.16,0.7441,0.5603,0.8333
2022,Illinois,4,18.96,111.93,92.97,109.0,0.7304,0.89419,4.14,0.6813,0.5396,0.75
2022,Indiana,12,16.06,107.68,91.61,268.0,0.6952,0.865051,0.21,0.7018,0.428,0.45
2022,Iowa,5,23.91,121.11,97.21,283.0,0.6694,0.926134,4.52,0.7211,0.4031,0.6
2022,Iowa State,11,13.35,101.75,88.39,21.0,0.7078,0.834516,2.82,0.6339,0.4134,0.3889
2022,Jacksonville State,15,2.31,104.51,102.21,158.0,0.3924,0.563872,-5.22,0.8852,0.4123,0.8125
2022,Kansas,1,28.52,119.79,91.27,56.0,0.7797,0.957996,10.4,0.6324,0.6265,0.7778
2022,Kentucky,2,23.97,119.37,95.4,102.0,0.6729,0.929397,6.86,0.6795,0.4802,0.7778
2022,LSU,6,16.66,106.31,89.65,202.0,0.6891,0.876497,2.28,0.6978,0.513,0.5
2022,Longwood,14,0.47,104.97,104.5,37.0,0.3205,0.512883,-3.26,0.9065,0.2673,0.875
2022,Loyola Chicago,10,14.6,106.91,92.32,118.0,0.5627,0.843963,1.76,0.8088,0.5251,0.7222
2022,Marquette,9,11.15,107.7,96.55,44.0,0.7112,0.778475,0.54,0.7015,0.5945,0.5789
2022,Memphis,9,19.82,112.45,92.63,296.0,0.6936,0.902914,1.35,0.7207,0.6271,0.7222
2022,Miami (FL),10,15.68,113.56,97.88,28.0,0.7027,0.846715,2.57,0.7041,0.5272,0.7
2022,Michigan,11,17.65,113.89,96.24,253.0,0.7681,0.873968,0.15,0.6429,0.6441,0.55
2022,Michigan State,7,15.01,111.62,96.61,40.0,0.74,0.840399,2.88,0.6671,0.5989,0.55
2022,Montana State,14,1.1,103.58,102.48,12.0,0.3487,0.53069,-2.83,0.9075,0.397,0.8
2022,Murray State,7,13.83,110.04,96.21,13.0,0.4185,0.824132,3.51,0.8719,0.4547,1.0
2022,New Mexico State,12,9.98,106.0,96.02,20.0,0.5018,0.757206,0.7,0.8464,0.4615,0.7647
2022,Norfolk State,16,-2.24,100.71,102.94,24.0,0.2635,0.437183,-3.06,0.9176,0.3214,0.8571
2022,North Carolina,8,20.98,114.43,93.45,67.0,0.7206,0.911242,4.25,0.6691,0.5955,0.75
2022,Notre Dame,11,16.07,112.78,96.71,85.0,0.6649,0.854199,1.85,0.717,0.5146,0.75
2022,Ohio State,7,16.94,115.45,98.52,172.0,0.7277,0.861098,1.32,0.6912,0.5759,0.6
2022,Providence,4,15.94,111.43,95.48,2.0,0.6824,0.855176,5.87,0.73,0.5446,0.8235
