rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
85,Houston,CUSA,18-16,112.53379737102672,40,102.95653620858837,178,0.7355345287059231,85,18,16,7,9,7-9,0.6180074541947025,0.5584678192491375,0.629292536594763,0.6180074541947025,0.5584678192491375,0.629292536594763,0.7877306221649119,0.8363594569006896,105.79556594956316,100.4383039184039,105.79556594956316,100.4383039184039,108.56249983197358,99.98504252735174,120.00649458790942,104.69794678384788,0.8276927927808435,6,-0.06021447648465872,1180.0,1151.0,1123.125,1.050639955481358,1.024819143016138,0,0.4375,-6.236197949813168,137,302,71.14261212661293
86,Northwestern,B10,20-14,114.08035350743089,28,104.50413711430335,213,0.7326831225687688,86,20,14,7,11,7-11,0.6220045783819531,0.39059249281252717,0.7669533491357057,0.6220045783819531,0.39059249281252717,0.7669533491357057,0.7212082201987644,0.8637219946075542,105.33107240288649,99.40359719566895,105.33107240288649,99.40359719566895,116.07942297972012,106.62399233213132,131.51864894000488,118.2081497539026,0.773305078284405,13,0.051236496192424874,1237.0,1294.0,1135.2374999999997,1.0896398330745771,1.1398495909446265,0,0.3888888888888889,-1.90165376288415,74,60,62.195480895332715
87,South Carolina,SEC,15-16,106.20018306114338,122,97.50154290571862,76,0.7276560612327244,87,15,16,6,10,6-10,0.7035126283073586,0.572962914817613,0.8107553902553561,0.7035126283073586,0.572962914817613,0.8107553902553561,0.6890438946319123,0.7748417483467945,108.1237616427875,98.59996032556873,108.1237616427875,98.59996032556873,104.38866046731012,97.63852203171672,108.59893585284516,101.08987040703636,0.6950835685130302,10,0.014362668229050968,1081.0,1162.0,1102.0500000000002,0.9808992332471301,1.0543986207522342,0,0.375,-4.040650339110281,105,132,68.5753591869539
88,Auburn,SEC,14-17,110.8937427391192,54,101.81221854961501,155,0.7276212329665105,88,14,17,6,10,6-10,0.6385514994259297,0.47409748768184123,0.7698917041023904,0.6385514994259297,0.47409748768184123,0.7698917041023904,0.7440075640380777,0.8506093830520597,105.92704731481501,99.68822601112252,105.92704731481501,99.68822601112252,112.86143783799909,100.58043678580795,114.47638640481607,104.13398291322612,0.7481815602445988,9,-0.09215542603788812,1180.0,1224.0,1128.7499999999998,1.045404208194906,1.0843853820598008,0,0.375,-7.0234054835320165,152,335,69.13061558252873
89,Virginia,ACC,15-16,105.84380022748358,126,97.42948554526289,73,0.7216394926590288,89,15,16,5,11,5-11,0.6877177311551202,0.4567327184073812,0.8507640256043791,0.6877177311551202,0.4567327184073812,0.8507640256043791,0.6945058386349074,0.8748446587038046,106.89623919453304,97.98112269135008,106.89623919453304,97.98112269135008,104.10947550459048,96.83251162742506,102.44753488225297,102.81903747681686,0.4895948286936833,11,0.004888015865133433,1004.0,1080.0,1040.2125,0.9651874016126512,1.0382493961570352,0,0.3125,-4.31196490478952,109,158,61.447253991162604
90,Saint Louis,A10,22-13,100.06350612719369,212,92.11212036458616,21,0.7215539602561564,90,22,13,11,5,11-5,0.6062410145580576,0.4808434393262324,0.6830841420826952,0.6062410145580576,0.4808434393262324,0.6830841420826952,0.7936434359717306,0.8586261629852794,105.18020877145521,100.79775202581654,105.18020877145521,100.79775202581654,101.23606913977272,91.13728526591619,106.81007581215923,99.29934894806493,0.6981497058059439,6,0.04297053232417214,1028.0,988.0,1057.5874999999999,0.9720235914286053,0.9342016618010331,0,0.6875,-2.8589695598946903,90,67,62.24789317153102
91,Nebraska,B12,15-18,106.90706364531368,109,98.49702997676857,89,0.7195509411354184,91,15,18,2,14,2-14,0.6578087205096618,0.4118178809827634,0.8568485935213073,0.6578087205096618,0.4118178809827634,0.8568485935213073,0.6700244265077413,0.8527699332694268,106.68743626503839,98.57015549043085,106.68743626503839,98.57015549043085,103.34999202948366,98.02189687376395,113.59796712701606,104.71592341791785,0.7183447526438237,14,-0.02523838211910867,1005.0,1166.0,1059.0625,0.9489524933608734,1.1009737385659486,0,0.125,-4.957394865992995,118,230,62.76783996424932
92,Sam Houston St.,Slnd,21-8,110.55281910327095,56,101.9210503583215,158,0.7180666035934076,92,21,8,14,2,14-2,0.44625850207958656,0.5824408748245793,0.3459738037947728,0.44625850207958656,0.5824408748245793,0.3459738037947728,0.8556493673215,0.7495391420327097,102.28738180521563,103.89264940713544,102.28738180521563,103.89264940713544,110.62066760324991,100.0577251356772,107.11044425310588,92.41483325447146,0.8451542133225775,2,0.020547161465584995,1309.0,1111.0,1149.7,1.1385578846655648,0.9663390449682525,0,0.875,-2.3091370594240685,82,117,68.72998855142659
93,Arizona,P10,16-15,108.13692126910586,86,99.73696170065752,110,0.7170573459612035,93,16,15,10,8,10-8,0.7194040564567888,0.6778521978946221,0.7495819689148663,0.7194040564567888,0.6778521978946221,0.7495819689148663,0.7095819062865709,0.7263818663429497,108.08304465704605,98.07603152179921,108.08304465704605,98.07603152179921,109.8078935814,97.98455624634995,127.0290068179437,115.04020458269923,0.7576867193598018,11,0.04826390461589353,1292.0,1265.0,1240.6,1.0414315653715944,1.0196679026277609,0,0.5555555555555556,-3.6274130879450213,94,63,67.4817653799773
94,Portland,WCC,19-11,109.62583631746743,65,101.36470701716345,149,0.7111556208370909,94,19,11,10,4,10-4,0.5605549201717018,0.5737948435961824,0.5259427875694908,0.5605549201717018,0.5737948435961824,0.5259427875694908,0.7943642854613091,0.7770242088503431,105.43895011550283,101.93926399756528,105.43895011550283,101.93926399756528,109.43413756222236,98.20199422692303,115.95703240595624,116.92727177118819,0.4760626042983133,6,0.031419472515562874,1008.0,885.0,903.9625000000001,1.1150905043074242,0.9790229130080064,0,0.7142857142857143,-2.470169571502289,86,94,62.87894512137842
95,Pacific,BW,23-12,105.34135971054539,138,97.41985055398925,72,0.7107491943834539,95,23,12,12,4,12-4,0.48199703559353824,0.5362950464062058,0.3767616052609545,0.48199703559353824,0.5362950464062058,0.3767616052609545,0.852765573946766,0.8085043870719554,103.37793256631878,103.6777351711972,103.37793256631878,103.6777351711972,105.1095177285374,98.01472514889126,111.19125303149438,121.01940506304715,0.27407584965823933,3,-0.01631594977309392,1044.0,926.0,971.3625,1.0747789831293673,0.9533001325457798,0,0.75,-5.582175826273157,129,205,60.08250069629464
96,Oklahoma,B12,13-18,111.19804393809757,50,103.02877717361672,182,0.7063041402914496,96,13,18,4,12,4-12,0.7124998077931508,0.5210910037515233,0.8686677390946033,0.7124998077931508,0.5210910037515233,0.8686677390946033,0.6600050031684175,0.815894054405834,108.89536017658287,98.25133859797243,108.89536017658287,98.25133859797243,108.43615175141099,98.4889977454517,120.82245450755615,112.39822894964682,0.6965981729705643,15,-0.013045792783589971,1073.0,1203.0,1090.6375,0.983828265578618,1.103024607167826,0,0.25,-5.197476566189101,120,195,65.14413471730921
97,Southern Miss,CUSA,16-14,103.7141542841164,156,96.3153541881945,62,0.700803039434678,97,16,14,8,8,8-8,0.5612367230307752,0.4070646245293523,0.6336858493512622,0.5612367230307752,0.4070646245293523,0.6336858493512622,0.7880178302818683,0.847845524971952,103.68319657440853,100.60657444350136,103.68319657440853,100.60657444350136,101.99901944560159,94.89073011177194,101.81829597577905,94.81009755247095,0.6942596450854686,6,-0.048314522582086905,970.0,933.0,969.1875,1.000838331076288,0.9626620236022442,0,0.5,-5.22052098887374,121,280,60.75556191791086
98,Illinois St.,MVC,22-11,106.24416236300404,121,98.66820132616044,93,0.7007217556562595,98,22,11,11,7,11-7,0.56787406944935,0.3739244983445195,0.6653364211583068,0.56787406944935,0.3739244983445195,0.6653364211583068,0.8105286973336905,0.9120850146624981,103.88850314299924,101.36836582682064,103.88850314299924,101.36836582682064,106.81465662164379,97.88883778546912,103.57714934675776,106.26514666206232,0.426869015519454,4,0.06943586325256113,1213.0,1152.0,1144.3875000000003,1.059955653133226,1.0066520300160564,0,0.6111111111111112,-2.5178237527434817,87,36,64.40108586258772
99,Penn St.,B10,11-20,108.26963787395223,84,100.6920620110942,133,0.6972875707022778,99,11,20,3,15,3-15,0.6558678220714794,0.38807479581881527,0.8209463706237552,0.6558678220714794,0.38807479581881527,0.8209463706237552,0.6875173619116575,0.8688404435659757,106.86645087525783,98.98307929260612,106.86645087525783,98.98307929260612,108.2535441970128,99.39508631655265,111.20126317880428,103.13959188369317,0.7038025822674351,13,-0.1195166995010537,1120.0,1205.0,1111.65,1.0075113569918588,1.083974272477848,0,0.16666666666666666,-8.266953753727663,179,343,62.15239443904873
100,Stanford,P10,14-18,106.90429903587534,110,99.46275913454738,105,0.6962985757145487,100,14,18,7,11,7-11,0.6750392173977687,0.5256932698427931,0.7518593228339459,0.6750392173977687,0.5256932698427931,0.7518593228339459,0.7237964664150889,0.8023726848546472,107.16501902275178,99.19753810092953,107.16501902275178,99.19753810092953,106.12309951314306,99.75015147874421,107.5441132687452,105.45438522141754,0.5561768672059096,10,-0.04221436003817258,1175.0,1240.0,1173.55,1.001235567295812,1.0566230667632397,0,0.3888888888888889,-6.871363231705226,151,263,66.37608989639924
101,Kent St.,MAC,23-10,105.6590531032645,131,98.33484881114116,87,0.6955398151739469,101,23,10,13,3,13-3,0.5604667279034421,0.6053331847465621,0.48651415641712076,0.5604667279034421,0.6053331847465621,0.48651415641712076,0.8185123748678209,0.7701372665804491,103.84167557988575,101.1225474353623,103.84167557988575,101.1225474353623,104.0185495924902,93.27956279173465,101.35697254723289,97.21221699208706,0.6177835674936665,3,0.09408789088552483,1143.0,981.0,1081.7000000000003,1.056670056392715,0.9069057964315427,0,0.8125,-1.961054194648737,77,13,66.82481922891843
102,Ohio,MAC,21-15,107.45020614246803,97,100.08819754669119,118,0.693433647639364,102,21,15,7,9,7-9,0.5262982616381475,0.5057231155862995,0.48551538395976074,0.5262982616381475,0.5057231155862995,0.48551538395976074,0.8413280323854536,0.8383211903821783,103.36633970714738,102.13366499429026,103.36633970714738,102.13366499429026,105.01698721606269,102.05036093995989,109.3146480624974,100.75646799920901,0.7185996640615416,3,-0.05090848958366667,1191.0,1144.0,1129.3874999999998,1.0545539064315836,1.0129384290157277,0,0.4375,-7.585922308509889,163,284,68.67106103735364
103,Morehead St.,OVC,22-11,105.54215318317598,132,98.7002883316193,94,0.6836851569998136,103,22,11,15,3,15-3,0.4183872743283218,0.5223352759638252,0.343472108493577,0.4183872743283218,0.5223352759638252,0.343472108493577,0.8652962010444067,0.7739411229783248,101.72651932027482,105.11006463535043,101.72651932027482,105.11006463535043,104.74018742569854,98.48862382179175,105.72739871848451,106.89323953485842,0.4685130242169987,3,-0.0364879487436256,1313.0,1140.0,1199.2749999999999,1.0948281253257177,0.9505743053094579,0,0.8333333333333334,-4.718455569879392,115,252,64.4312501414891
104,Charlotte,A10,19-12,108.05596636560367,89,101.22634727179033,145,0.6793611866348029,104,19,12,9,7,9-7,0.5915748296509529,0.5043120420996845,0.6805572125623169,0.5915748296509529,0.5043120420996845,0.6805572125623169,0.7460071431961969,0.7506174126258454,104.47790168677594,99.66900970421688,104.47790168677594,99.66900970421688,106.86655481986226,98.8069942794718,112.9829529822843,108.75610984004621,0.6078978883541883,11,0.07977584293001205,1142.0,1145.0,1119.4125,1.020177995153708,1.0228579723739015,0,0.5625,-2.323643268023555,83,22,66.90628272294728
105,IU Indy,Sum,23-11,108.81888003271234,73,101.97199316329679,159,0.6786002354927625,105,23,11,15,3,15-3,0.45485293235590646,0.6507120896374156,0.31497660734419125,0.45485293235590646,0.6507120896374156,0.31497660734419125,0.8614578228497244,0.7359471919022954,101.9651523108728,103.67350686976766,101.9651523108728,103.67350686976766,109.12740310862739,100.2703776109088,100.62640309996361,106.91774293926728,0.3323847901612931,3,0.004919854474459084,1385.0,1158.0,1213.7625,1.1410799064891195,0.9540581456421664,0,0.8333333333333334,-4.27004569562223,108,157,64.6885999124027
106,Creighton,MVC,18-16,108.45184674432073,81,101.75406326314004,154,0.6754843762783398,106,18,16,10,8,10-8,0.5997793546763386,0.5132756888845739,0.6680989085782938,0.5997793546763386,0.5132756888845739,0.6680989085782938,0.7832998606893425,0.7896763639813917,105.1814954692396,101.06404045001307,105.1814954692396,101.06404045001307,107.0698175612735,101.78423017425925,111.47984248827373,108.79707945418146,0.569578569809201,6,-0.012951062161707938,1213.0,1227.0,1159.5,1.046140577835274,1.0582147477360933,0,0.5555555555555556,-6.216361807044594,135,194,65.58564621990342
107,UCLA,P10,14-18,107.52741953547005,96,100.9131478238612,137,0.6748239349547057,107,14,18,8,10,8-10,0.6849552613864016,0.5591332287715791,0.7542092460677794,0.6849552613864016,0.5591332287715791,0.7542092460677794,0.7146863866957159,0.7695636801649738,107.39899965115008,98.68488988694673,107.39899965115008,98.68488988694673,107.92163333092269,100.99524998958509,123.01994523803634,116.4333060491389,0.6531287273038344,11,-0.017293761305064437,1170.0,1226.0,1153.5375000000001,1.0142713175774518,1.0628176370512443,0,0.4444444444444444,-6.587521522661585,142,210,63.8088665906332
108,Bradley,MVC,16-15,107.20562773360271,104,100.68890228750358,132,0.6728714973686524,108,16,15,9,9,9-9,0.6379930115423048,0.5553328063860448,0.6683844686325674,0.6379930115423048,0.5553328063860448,0.6683844686325674,0.7556667190915255,0.7654764321171197,106.36359088481605,100.28122517615294,106.36359088481605,100.28122517615294,108.36015288256152,99.89863528584736,99.998566440794,95.50817795287733,0.6290995222949488,6,0.015020750739681787,1241.0,1244.0,1184.475,1.0477215644061717,1.050254332088056,0,0.5,-5.372593697536725,127,130,64.67462918967763
109,Washington St.,P10,15-15,107.95977748493182,90,101.65677015144558,153,0.6663673919301549,109,15,15,6,12,6-12,0.6261611222605252,0.4137870590563742,0.755133109070041,0.6261611222605252,0.4137870590563742,0.755133109070041,0.75018765016396,0.8435883269225567,105.57264809054725,99.59583794159632,105.57264809054725,99.59583794159632,104.89814816868687,99.93065758119036,110.45083681404111,102.28780493166957,0.7074374170636241,8,-0.008865961944558909,1187.0,1287.0,1208.6125,0.9821179244795168,1.064857429490428,0,0.3333333333333333,-5.638625431826955,130,185,66.04419328362097
110,Arkansas,SEC,14-18,105.96939033898708,124,100.0507195200666,115,0.6594714784691724,110,14,18,7,9,7-9,0.642758730544874,0.4915439257684147,0.7777022902331818,0.642758730544874,0.4915439257684147,0.7777022902331818,0.7505951502522347,0.8510367100524353,106.29082549531235,100.15810537923316,106.29082549531235,100.15810537923316,106.01746319558639,96.67156474850216,118.55218571944377,113.73206866578337,0.6171196017274992,8,-0.05478213418386324,1183.0,1193.0,1165.1499999999999,1.015319915890658,1.0239025018237997,0,0.4375,-7.909761107100385,171,294,69.73589631889227
111,Akron,MAC,23-11,105.74384265943648,130,99.97347696632008,112,0.6559547703470994,111,23,11,12,4,12-4,0.48900143011063973,0.4621612330208107,0.4968008383692791,0.48900143011063973,0.4621612330208107,0.4968008383692791,0.8610032152477571,0.8449638542022077,102.64568426423293,103.12191815032067,102.64568426423293,103.12191815032067,105.5468443954014,97.96822354572045,100.19792565686124,100.2559944562523,0.49833430860098465,2,0.03394008348017963,1124.0,1049.0,1065.1000000000001,1.0552999718336304,0.9848840484461552,0,0.75,-3.817956393572722,100,84,64.85718680988482
112,Iona,MAAC,21-10,100.01613800655888,213,94.73960453388722,40,0.6509672195525654,112,21,10,12,6,12-6,0.499458202545973,0.5261251732576547,0.47499949005337555,0.499458202545973,0.5261251732576547,0.47499949005337555,0.843759507973063,0.7915014401874482,102.03766562731956,102.16995963814122,102.03766562731956,102.16995963814122,97.56234435772296,94.31049036435228,123.85513163498362,122.66568964627064,0.5277150388779933,4,0.06025430720019509,1120.0,1063.0,1153.6750000000002,0.9708106702494201,0.9214033414956551,0,0.6666666666666666,-3.620879492742404,93,48,64.44580117692531
113,George Washington,A10,16-15,103.73595701010922,155,98.27649140527225,86,0.6506131377965467,113,16,15,6,10,6-10,0.5747209242134699,0.4309879802938173,0.6571481419456107,0.5747209242134699,0.4309879802938173,0.6571481419456107,0.797097103554001,0.8980833724493895,104.34693555401802,101.14330437777751,104.34693555401802,101.14330437777751,103.65687871328656,97.87858497450605,113.23634859619462,106.2446493971142,0.6754472142517772,6,-0.02818683373389863,1081.0,1095.0,1083.8249999999998,0.9973934906465529,1.0103107051415128,0,0.375,-6.222659160606847,136,234,66.9549091425166
114,New Mexico St.,WAC,21-12,111.14827905886301,51,105.53395091762121,232,0.64475738820118,114,21,12,11,5,11-5,0.5802341744718245,0.5374444315906772,0.5721615141876212,0.5802341744718245,0.5374444315906772,0.5721615141876212,0.7760633132924916,0.7582958474006803,105.58799443876327,102.05209696691396,105.58799443876327,102.05209696691396,109.46127581190893,102.717043842063,116.70667719555422,109.90855905616228,0.6660053391299344,8,0.11840915455699108,1257.0,1229.0,1149.7125,1.093316807462735,1.0689628928971373,0,0.6875,-2.186290719251574,80,7,70.18394565625925
115,Oregon,P10,16-16,105.74663465253519,129,100.5565025904319,128,0.6407800549318865,115,16,16,7,11,7-11,0.6361712601924431,0.42769487982457693,0.7579238073559921,0.6361712601924431,0.42769487982457693,0.7579238073559921,0.7504161463089638,0.8653960122847945,106.0132815312946,99.93572851223246,106.0132815312946,99.93572851223246,101.84606294239913,99.3792060581523,103.14165889988206,99.25063854702273,0.6087909145973274,8,0.019140087253603888,1153.0,1271.0,1206.5,0.9556568586821385,1.053460422710319,0,0.3888888888888889,-5.928008855016453,132,120,65.97151613378873
116,Southern Illinois,MVC,14-15,106.5733259227645,114,101.34671420521576,148,0.6406730873222296,116,14,15,6,12,6-12,0.5825284986499926,0.42249633910404893,0.6718973094456921,0.5825284986499926,0.42249633910404893,0.6718973094456921,0.8021653431982658,0.8634794450419128,104.5029340125161,101.0539755631641,104.5029340125161,101.0539755631641,103.51267599454772,99.75964790636274,110.29536847912067,110.56166407675443,0.49306745053191875,4,-0.052727563677083034,1202.0,1221.0,1179.1000000000001,1.0194215927402255,1.0355355779832074,0,0.3333333333333333,-7.538414597813562,162,289,66.0752030960677
117,Fairfield,MAAC,23-11,106.29548805455619,118,101.1404813916741,143,0.6391535988771376,117,23,11,13,5,13-5,0.47312220478432687,0.3894087932830797,0.4758982762669167,0.47312220478432687,0.3894087932830797,0.4758982762669167,0.8471709509534304,0.8395626302274269,100.8174940794205,102.2449799090333,100.8174940794205,102.2449799090333,107.46919913508556,101.8993551124773,101.59203354158088,95.42629894154472,0.672612627991343,4,0.05775870852948395,1270.0,1187.0,1195.2874999999997,1.0625058824759737,0.9930665216527407,0,0.7222222222222222,-3.831571057600685,101,49,65.2616074245502
118,Hofstra,CAA,18-15,102.38868750833669,176,97.71568690181087,78,0.6311637213139636,118,18,15,10,8,10-8,0.5154138627467626,0.5082140265886783,0.5092437295360277,0.5154138627467626,0.5082140265886783,0.5092437295360277,0.8377482548650251,0.8126422209561598,103.31013251926858,102.06932313941665,103.31013251926858,102.06932313941665,102.73066849242154,96.48093455381434,93.72199843929302,95.2751256279219,0.45288717081261093,3,-0.05147467148946161,1282.0,1199.0,1238.825,1.0348515730631849,0.9678526022642423,0,0.5555555555555556,-7.218880864105428,158,287,68.77599991934449
119,Harvard,Ivy,20-8,106.99911958097763,105,102.14221253806976,165,0.6304684563171865,119,20,8,10,4,10-4,0.4295864450917817,0.5088519979929427,0.3386925028123766,0.4295864450917817,0.5088519979929427,0.3386925028123766,0.8509849414852974,0.8054032738325204,100.06796742967167,103.28284268846768,100.06796742967167,103.28284268846768,105.9017764811302,103.5324380104632,98.68188041867883,97.40393672054424,0.5374048043413683,4,0.07216005113715351,992.0,889.0,900.8375,1.1011974967738354,0.9868594502338103,0,0.7142857142857143,-1.9278267066890244,75,32,67.13748184542642
120,Louisiana Tech,WAC,24-11,104.1189784844334,150,99.42941693920972,103,0.6294812281808365,120,24,11,9,7,9-7,0.530992994201173,0.43803745331125493,0.5740331186755455,0.530992994201173,0.43803745331125493,0.5740331186755455,0.8169454637902692,0.8438490888652245,105.04618022026608,103.57481856123893,105.04618022026608,103.57481856123893,102.23371776927218,96.32850534556565,116.81030928737991,107.99090844631877,0.7115244232138853,4,0.12610099966671673,1126.0,1104.0,1095.1125,1.0282048647969957,1.0081156045611752,0,0.5625,-2.3566876337061338,84,6,67.31636886462162
121,William & Mary,CAA,21-11,108.58091902725019,78,103.77790797551472,194,0.6272154903502871,121,21,11,12,6,12-6,0.5880196959728157,0.63159501105535,0.5383440816210798,0.5880196959728157,0.63159501105535,0.5383440816210798,0.7796469224762516,0.7210917771284253,103.79017864215157,99.6917011236013,103.79017864215157,99.6917011236013,104.21578060385934,100.31136727837074,110.09895300901191,102.13217439468762,0.7034508261123256,6,0.1587344768144009,1143.0,1120.0,1108.5500000000004,1.0310766316359203,1.0103288079022141,0,0.6666666666666666,-1.479290063395649,70,1,59.95576792893458
122,Boston University,AE,21-14,103.97958341662647,151,99.53024915756657,106,0.6231474109952896,122,21,14,11,5,11-5,0.4502779973863522,0.5951754312814745,0.28527744932665955,0.4502779973863522,0.5951754312814745,0.28527744932665955,0.8492212222504741,0.7578640294339043,100.54105466064317,102.62783911212402,100.54105466064317,102.62783911212402,98.19261324500097,97.74657972610545,116.23147408475462,114.84930396414997,0.5343389095223069,5,-0.028748062502287453,1121.0,990.0,1085.275,1.032917924028472,0.9122111907120314,0,0.6875,-7.297821429532227,159,236,69.75034205439157
123,Milwaukee,Horz,18-14,106.05517865515844,123,101.52267875598602,152,0.6229970986722824,123,18,14,10,8,10-8,0.5406481340493423,0.5086771333334583,0.5532023109519745,0.5406481340493423,0.5086771333334583,0.5532023109519745,0.806590808768035,0.8049891996282524,104.16262841327183,101.70277711382246,104.16262841327183,101.70277711382246,101.14571715943758,97.1592667436607,112.07488856067319,104.35888233929929,0.6943027283417923,5,0.009325212294747254,1199.0,1181.0,1196.425,1.0021522452305829,0.9871074242012663,0,0.5555555555555556,-6.172470397723275,134,149,65.87958741975862
124,Princeton,Ivy,21-9,98.19824721625508,246,94.00400586604647,36,0.6229259689750702,124,21,9,11,3,11-3,0.4031201870820482,0.40873919297326977,0.33974771322671043,0.4031201870820482,0.40873919297326977,0.33974771322671043,0.8681631541077338,0.8609886097247563,100.01645615544643,104.30817028737266,100.01645615544643,104.30817028737266,99.10117434295593,90.50573749913679,90.51996294896685,91.24606210541458,0.4770465477135072,2,0.037447731127632666,832.0,693.0,797.5124999999999,1.0432438363035064,0.8689518973056849,0,0.7857142857142857,-3.7869703196927116,98,79,58.46553683064118
125,Niagara,MAAC,18-15,105.4938188991913,135,101.10802117196937,141,0.6197113788752033,125,18,15,9,9,9-9,0.4983704841329688,0.49201281643770134,0.4866632524596869,0.4983704841329688,0.49201281643770134,0.4866632524596869,0.8613571901379694,0.8586872646500415,101.15700918887433,101.75520178469434,101.15700918887433,101.75520178469434,104.11130614248505,100.10652951384596,97.34865355575897,100.11407741476488,0.4201564446887816,1,-0.04829148748453249,1287.0,1232.0,1259.1999999999996,1.0220775095298607,0.978398983481576,0,0.5,-8.740267799468665,186,279,68.1558410948123
126,Oregon St.,P10,14-18,99.76906029474904,216,95.64930914486413,53,0.6189162784468794,126,14,18,8,10,8-10,0.6372137207050674,0.4387058934886831,0.7603034805594908,0.6372137207050674,0.4387058934886831,0.7603034805594908,0.7562236374112241,0.8702277338661205,105.55633382095539,99.55205060715606,105.55633382095539,99.55205060715606,99.3766873365742,91.39462364568607,106.39265528702066,92.4311827638836,0.8344817895463503,7,-0.020695792924711354,1057.0,1087.0,1119.8500000000001,0.9438764120194668,0.9706657141581461,0,0.4444444444444444,-7.177730598801639,156,220,61.06831638529344
127,Green Bay,Horz,20-13,106.99400500870593,106,102.58548723873078,171,0.6186631462810827,127,20,13,11,7,11-7,0.5376183107712895,0.4918128467201342,0.55367369051595,0.5376183107712895,0.4918128467201342,0.55367369051595,0.8270529017707887,0.8464966540739692,103.58026721487566,101.91969186675736,103.58026721487566,101.91969186675736,106.95245518172561,101.5569911502336,142.5472540229634,134.4000014859792,0.6630265290242554,3,0.05279675078954349,1222.0,1201.0,1157.9750000000001,1.0552904855458882,1.0371553790021373,0,0.6111111111111112,-5.30572858448089,125,56,63.40431060506825
128,Montana,BSky,20-10,105.47528904965627,136,101.15058391269842,144,0.6180933201697976,128,20,10,10,6,10-6,0.43840875903825366,0.49858550114667616,0.36113734144597703,0.43840875903825366,0.49858550114667616,0.36113734144597703,0.8759636971725574,0.8332873364415805,103.11729669394704,105.89468714522963,103.11729669394704,105.89468714522963,104.18082627931815,103.15250099714372,98.22197114913683,85.49471205506848,0.831446973605336,2,0.02252752212118958,1134.0,1016.0,1012.475,1.1200276550038273,1.0034815674461097,0,0.625,-4.487297381458298,113,113,61.58635950511188
129,Belmont,ASun,19-12,103.8545349835698,153,99.59709514425573,108,0.6180712144733992,129,19,12,14,6,14-6,0.4065827651272643,0.5583343886872951,0.33471660157621735,0.4065827651272643,0.5583343886872951,0.33471660157621735,0.8714438942086117,0.7427371390472157,100.83294667329403,104.31914227931021,100.83294667329403,104.31914227931021,100.22856484656502,97.51822796954617,98.65269330849148,99.31276211727034,0.4808373097102911,2,-0.0557036578580159,1457.0,1338.0,1414.9875,1.0296910750094965,0.9455913921501073,0,0.7,-6.867253908968966,150,297,68.51828878585891
130,Utah,MWC,14-17,101.81417914965726,185,97.64680369331083,77,0.6178926682888174,130,14,17,7,9,7-9,0.6107534485667524,0.5370550276019644,0.6562235363532731,0.6107534485667524,0.5370550276019644,0.6562235363532731,0.7634953771389145,0.840048420603903,106.07740296015831,100.8349505613693,106.07740296015831,100.8349505613693,100.11931313727345,94.85409106745618,104.08206846752368,98.42378027032237,0.655390315161273,9,-0.03172621913048401,1024.0,1040.0,1054.3375,0.9712260068526444,0.986401413209717,0,0.4375,-7.744421059536134,168,240,65.1112266396499
131,Western Kentucky,SB,21-13,106.31909142890723,117,102.06908445149108,162,0.6151807399358842,131,21,13,12,6,12-6,0.4564052032992243,0.6205953670774847,0.35499738382302737,0.4564052032992243,0.6205953670774847,0.35499738382302737,0.8767066892720912,0.7912900269787934,101.92995248571161,103.57029038024119,101.92995248571161,103.57029038024119,106.89418905191648,102.15945574275902,146.48534883904554,134.6893465395653,0.7242168296021668,2,-0.017494862002585987,1361.0,1210.0,1224.3375,1.1116215912687473,0.9882895851838238,0,0.6666666666666666,-7.3075502614696335,160,211,64.20506823724976
132,Weber St.,BSky,18-11,107.63468833817643,92,103.60472155862504,193,0.6079827952654981,132,18,11,13,3,13-3,0.481931027184567,0.6504073218721258,0.3623737774599914,0.481931027184567,0.6504073218721258,0.3623737774599914,0.8315280469234968,0.6935057195926843,103.92368452889411,104.29290092212001,103.92368452889411,104.29290092212001,109.67966791128164,104.09684429765313,111.57875424617184,110.27449047529416,0.5337529307538642,5,0.029365312699353163,1278.0,1124.0,1100.3749999999998,1.161422242417358,1.021469953424969,0,0.8125,-4.317594383503213,111,99,67.21216876995688
133,St. Bonaventure,A10,14-16,106.38217080421845,116,102.6334067124411,173,0.6017008194089783,133,14,16,7,9,7-9,0.590013615521648,0.5287728485402664,0.6220396093580678,0.590013615521648,0.5287728485402664,0.6220396093580678,0.7738131842322061,0.7696780957695784,104.00167898123873,99.71942025293143,104.00167898123873,99.71942025293143,103.59739027114371,101.51145958350199,104.31338162208432,115.14957625882228,0.24295041723119826,5,-0.01810733466471387,1097.0,1142.0,1100.0624999999998,0.9972160672689054,1.0381228339298905,0,0.4375,-7.3931607912863235,161,215,66.4426275907295
