rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
173,Saint Peter's,MAAC,16-14,92.59453576292731,306,92.79295248419942,24,0.49384619218522363,173,16,14,11,7,11-7,0.43954073473186556,0.3470008345856161,0.4960767668517947,0.43954073473186556,0.3470008345856161,0.4960767668517947,0.8785910801340594,0.8985437471820106,100.69889853518403,103.90155722644437,100.69889853518403,103.90155722644437,94.04942301492837,91.46268121542201,87.62118040186732,80.8437433337276,0.7162229096070358,2,-0.017206544280875313,1122.0,1081.0,1193.3375,0.940220180795458,0.9058627588590821,0,0.6111111111111112,-9.03410939709055,190,209,63.49318822739423
174,Eastern Kentucky,OVC,18-13,109.92965096687914,60,110.23116434350436,302,0.4921259390950799,174,18,13,11,7,11-7,0.3912315438968688,0.41677637957978103,0.3642827250416971,0.3912315438968688,0.41677637957978103,0.3642827250416971,0.8765662001542225,0.8252147382541181,100.63330136477263,105.45563350152699,100.63330136477263,105.45563350152699,108.00574935425118,110.26580416213949,105.02723884803065,97.44995698479315,0.7028964014713464,3,-0.021842791196412636,1270.0,1229.0,1142.8750000000002,1.1112326369900467,1.0753581975281634,0,0.6111111111111112,-7.145149396275755,154,223,61.23545121457644
175,Saint Joseph's,A10,11-20,101.73523274572393,188,102.07414454243056,163,0.49043956103562153,175,11,20,5,11,5-11,0.6444490579089933,0.60130424031041,0.6696799855313288,0.6444490579089933,0.60130424031041,0.6696799855313288,0.7385795102236044,0.7557606100284688,106.40001274292138,99.57493431073325,106.40001274292138,99.57493431073325,99.27394407546358,101.4382151852975,106.09983039527164,108.27980714253115,0.4417926779921008,10,-0.001150601272274121,1059.0,1184.0,1120.9125,0.9447659830718277,1.0562822700255372,0,0.3125,-9.806739149606459,210,171,69.10268095692783
176,Denver,SB,19-13,106.46962320433568,115,106.88030149913584,254,0.4889335912462641,176,19,13,10,8,10-8,0.3871342546256144,0.4755260619894756,0.3335366574426047,0.3871342546256144,0.4755260619894756,0.3335366574426047,0.9087941072987854,0.8673168812332278,99.9320690304844,104.65281242430387,99.9320690304844,104.65281242430387,103.59196156917312,105.3868593346615,205.08144618605607,181.79449465222288,0.7999686521227193,1,-0.008756205385151872,1107.0,1066.0,1042.1750000000002,1.0622016455969485,1.0228608439081726,0,0.5555555555555556,-8.908323080268806,189,184,58.36417105354297
177,Lehigh,Pat,22-11,105.76682746486085,128,106.33477396181948,243,0.48460799779777664,177,22,11,10,4,10-4,0.32290694485837856,0.34286005293509386,0.27940978283924905,0.32290694485837856,0.34286005293509386,0.27940978283924905,0.9006704066469904,0.8805789307911968,98.12299516837321,105.25859943783406,98.12299516837321,105.25859943783406,107.38216422633627,106.45221744137737,103.46922857910593,97.06155536779949,0.6759414502021384,3,0.006552250924458769,1108.0,1000.0,989.7,1.119531171061938,1.0104071940992219,0,0.7142857142857143,-6.618834135298788,145,155,69.08096128496848
178,UTSA,Slnd,16-11,105.50773734380243,133,106.15441404722135,241,0.48243959423532146,178,16,11,9,7,9-7,0.3922137246660599,0.4152284013778777,0.3730697673437453,0.3922137246660599,0.4152284013778777,0.3730697673437453,0.8916925016947298,0.8545942351444573,100.19970822412326,104.66518069783659,100.19970822412326,104.66518069783659,103.99603824171463,107.97218549323658,90.44466511482285,82.39537759010088,0.7449585007940318,1,0.006398651624524687,1100.0,1109.0,1043.6375,1.0540058209866932,1.0626295049765841,0,0.5625,-7.056268103817521,153,156,62.377657613079975
179,Central Michigan,MAC,14-15,102.42455162297793,175,103.18094667547268,186,0.47885903761810755,179,14,15,9,7,9-7,0.4582841360076849,0.4783761643571212,0.43765898639375256,0.4582841360076849,0.4783761643571212,0.43765898639375256,0.8553162772396237,0.7970356889490345,100.27051214952895,102.54172769058864,100.27051214952895,102.54172769058864,102.69434156033857,99.90815996056416,84.55719537948845,101.73640243913894,0.10649959996236229,1,-0.03700177300795776,1040.0,1008.0,1014.8749999999999,1.0247567434413105,0.9932257667200395,0,0.5625,-9.474197775132696,201,253,63.09317377983918
180,North Texas,SB,22-9,102.68296241427429,170,103.53609882064515,192,0.4762298189143329,180,22,9,13,5,13-5,0.3896298839535735,0.4558795218412265,0.3256592906223584,0.3896298839535735,0.4558795218412265,0.3256592906223584,0.8736671992344397,0.7995469153232114,100.76297551372924,104.82091934302181,100.76297551372924,104.82091934302181,101.00750285293243,103.88305273465546,110.69736232711115,107.55471228400282,0.5820522852073552,3,0.1262978855476482,1318.0,1240.0,1244.9374999999995,1.0586876851247558,0.9960339374466594,0,0.7222222222222222,-3.7041582094888614,95,5,66.97922797928658
181,Troy,SB,17-13,104.60617858532682,143,105.61783965716519,234,0.47235727552016554,181,17,13,13,5,13-5,0.4750392737357302,0.6934052538520872,0.35872303657682836,0.4750392737357302,0.6934052538520872,0.35872303657682836,0.8472769846327503,0.6967582512778622,103.40939926066393,104.29422028699646,103.40939926066393,104.29422028699646,103.99587126430517,107.4307861212517,102.03176082040649,107.3374830482041,0.35824755550440074,3,0.0743867294348588,1308.0,1263.0,1209.15,1.0817516437166603,1.0445354174420047,0,0.7222222222222222,-6.583193558205103,141,29,65.47122824073057
182,Fresno St.,WAC,14-18,98.8184778007691,235,99.7894937508136,111,0.47191698776570856,182,14,18,7,9,7-9,0.5446304693026301,0.4871086246083794,0.5932540262733956,0.5446304693026301,0.4871086246083794,0.5932540262733956,0.837981576574914,0.870081138144918,104.60824980336199,102.47335520361823,104.60824980336199,102.47335520361823,97.25218581159004,100.18989654218784,109.99245101572362,130.36906769913273,0.12406206724623738,3,-0.0008290439645716741,1040.0,1118.0,1060.2250000000001,0.9809238605013085,1.0544931500389068,0,0.4375,-11.058160254034165,226,170,64.92227985167604
183,Robert Morris,NEC,23-12,100.343890358902,208,101.38993889560652,150,0.47021960194637913,183,23,12,15,3,15-3,0.3621837665061772,0.5659071896213209,0.19001374145133465,0.3621837665061772,0.5659071896213209,0.19001374145133465,0.8829375195240772,0.7822516303215624,98.54255291447352,104.92723766629281,98.54255291447352,104.92723766629281,98.32505501920879,100.0462202719419,95.10481886269031,94.80457021340885,0.5090898136682692,3,0.042243922662926314,1248.0,1097.0,1204.5375,1.0360823137511286,0.9107229953405354,0,0.8333333333333334,-6.358122873699151,140,69,65.72533293327771
184,Valparaiso,Horz,12-17,110.30647799374157,58,111.4860877219897,324,0.469456260386403,184,12,17,10,8,10-8,0.5641124714642846,0.5587416055227743,0.5698485479538795,0.5641124714642846,0.5587416055227743,0.5698485479538795,0.792914244661706,0.7418888769614302,103.6161862256549,100.44800299140613,103.6161862256549,100.44800299140613,111.50416145576064,106.58416605634945,112.17991988868023,114.46999552061992,0.4421599927489457,4,0.010724370592097798,1297.0,1293.0,1189.525,1.0903511906012904,1.0869885038145477,0,0.5555555555555556,-9.338455560469395,196,146,67.07264809050747
185,Texas A&M Corpus Chris,Slnd,14-15,99.2773070502221,226,100.37702736355305,124,0.46837027470296083,185,14,15,10,6,10-6,0.46427611805233665,0.5838139361210734,0.3747839422320013,0.46427611805233665,0.5838139361210734,0.3747839422320013,0.8343129588740996,0.7095942374954408,101.97136870183513,103.15582650171879,101.97136870183513,103.15582650171879,98.46988345371068,98.86697100375184,96.30915463737033,107.17663510047655,0.22626523035667093,3,-0.01768194981493426,1099.0,1041.0,1076.675,1.0207351336289967,0.9668655815357466,0,0.625,-8.827122381420391,187,212,64.5048483289705
186,Massachusetts,A10,11-20,102.35160065417121,178,103.49037069752404,191,0.46823206652772403,186,11,20,5,11,5-11,0.637982356724011,0.5899577888334423,0.6571536743597141,0.637982356724011,0.5899577888334423,0.6571536743597141,0.7404426900123998,0.7512697676414564,106.61014867323703,100.44514778427528,106.61014867323703,100.44514778427528,103.11469530017555,104.04500155542814,109.80766663337793,113.63401293629596,0.40277784891813345,10,0.013636934486132068,1142.0,1233.0,1146.9749999999997,0.9956625035419258,1.0750016347348463,0,0.3125,-9.86081579688979,212,136,68.37362553964793
187,Iowa,B10,10-22,102.13476368338007,181,103.28184939986556,187,0.4679346325392681,187,10,22,4,14,4-14,0.6832409602308614,0.5057119453995292,0.8064536848632204,0.6832409602308614,0.5057119453995292,0.8064536848632204,0.6872527867169528,0.8125452900246312,107.30290665956089,98.25072594695625,107.30290665956089,98.25072594695625,100.04554134801906,100.65344936315788,114.64347650994368,121.5071999896409,0.33879163731443673,12,-0.007158593233135502,1042.0,1204.0,1106.175,0.9419847673288585,1.08843537414966,0,0.2222222222222222,-9.804839830485069,209,182,61.35530011252466
188,Manhattan,MAAC,11-20,99.36754657342426,222,100.56424066803916,129,0.4656371504320444,188,11,20,4,14,4-14,0.48236573671037125,0.4311895865391168,0.49913167833569055,0.48236573671037125,0.4311895865391168,0.49913167833569055,0.8531793839096881,0.8573648607538353,101.07780886103741,102.22852683434519,101.07780886103741,102.22852683434519,98.05464600952564,102.14755574520956,94.32558176594252,101.23608457135295,0.3072340213941983,3,-0.13338855928222054,1162.0,1225.0,1211.5874999999999,0.9590722915183593,1.0110701868416438,0,0.2222222222222222,-13.922452300398197,272,345,66.08411752033068
189,Seattle,ind,17-14,99.45294455802787,220,100.81980040698838,136,0.46083619138919407,189,17,14,1,0,1-0,0.430687336118526,0.4409643271053232,0.12237760651461177,0.430687336118526,0.4409643271053232,0.12237760651461177,0.8636623864680864,0.8594862107325338,102.1478250459845,105.13453824383231,102.1478250459845,105.13453824383231,85.82157097123712,93.84653554070704,80.23452691365098,97.83458796044371,0.09273162034255565,2,0.01626276851120445,76.0,72.0,83.1375,0.9141482483837017,0.8660351826792964,0,1.0,-8.454433035500443,181,126,78.34071796429726
190,Mount St. Mary's,NEC,16-15,96.78836334689525,269,98.15172353229366,83,0.4598718329481336,190,16,15,12,6,12-6,0.3709034268149455,0.6310720768089368,0.21660565174387886,0.3709034268149455,0.6310720768089368,0.21660565174387886,0.8677135159961893,0.7067827741168657,99.10524085813627,104.96475442942423,99.10524085813627,104.96475442942423,96.40126940940804,98.03759552167017,89.45805205009943,93.66859295276444,0.37076860393743943,4,-0.07530370527187824,1212.0,1049.0,1180.0375,1.0270860036227663,0.8889548001652491,0,0.6666666666666666,-9.782245337187359,207,321,65.4929460171253
191,San Diego,WCC,10-20,99.26565355067426,227,100.67875941926599,130,0.4594504861170829,191,10,20,3,10,3-10,0.5913300434336141,0.6072124964591239,0.5851381520696772,0.5913300434336141,0.6072124964591239,0.5851381520696772,0.806263461733977,0.8150291365786816,105.6387013905784,101.82079709390088,105.6387013905784,101.82079709390088,95.76465150466854,99.07568031342903,92.3830647775117,104.12496184204379,0.20165981359752813,2,-0.044571714007176855,791.0,852.0,822.7375,0.9614245126787099,1.0355672374238443,0,0.23076923076923078,-12.290178657578215,244,272,62.382148524853676
192,San Jose St.,WAC,13-17,109.69658252476071,64,111.43127295869635,322,0.45501380348494297,192,13,17,6,10,6-10,0.5371661178883511,0.4573233193293703,0.5953139373227281,0.5371661178883511,0.4573233193293703,0.5953139373227281,0.829048310145898,0.8560176067876104,104.63945121065572,102.78111295768238,104.63945121065572,102.78111295768238,110.80587697971949,112.40032998138344,113.53103592842324,112.97089283477075,0.5142160435295475,3,0.011059446882510982,1173.0,1235.0,1061.2875,1.1052612981873433,1.16368090644618,0,0.375,-10.234812450055609,216,143,65.35305264080729
193,Lipscomb,ASun,16-13,108.83019149578848,72,110.92439129346872,317,0.44542079085164055,193,16,13,14,6,14-6,0.39003161668587366,0.5073539349525267,0.351559670969836,0.39003161668587366,0.5073539349525267,0.351559670969836,0.869847136906619,0.7227729302698487,99.51603634876494,104.13727734116391,99.51603634876494,104.13727734116391,109.96413647063011,109.27401717390089,98.39360391822619,103.80433580625525,0.3507788821772737,3,-0.01655458435181123,1592.0,1452.0,1409.625,1.1293783807750288,1.0300611864857674,0,0.7,-8.156455652705366,176,208,68.94319337089904
194,Davidson,SC,14-15,103.05208922672759,166,105.16627747713164,229,0.44187811530766913,194,14,15,11,7,11-7,0.5132600253749809,0.6485823901945569,0.4515699957448019,0.5132600253749809,0.6485823901945569,0.4515699957448019,0.8386048904714538,0.7393725164734243,104.02582674307025,103.20114033632932,104.02582674307025,103.20114033632932,103.29109808143515,106.5014668141667,117.78643472591908,104.78807067557965,0.7932669572963433,3,0.0342428614606049,1281.0,1284.0,1211.6375,1.0572469075940618,1.0597228956680524,0,0.6111111111111112,-8.86112774108298,188,83,65.46866241758978
195,Arkansas St.,SB,15-14,99.79591111149949,215,101.8995599856973,156,0.44031229540054684,195,15,14,11,7,11-7,0.4087901292138757,0.49118650424962457,0.3670968409150837,0.4087901292138757,0.49118650424962457,0.3670968409150837,0.88741887688754,0.8086046201977456,101.34415768978315,105.16071124970024,101.34415768978315,105.16071124970024,99.47280649575484,99.25414414137657,88.06156732175417,92.24561262465203,0.3696280011152658,2,-0.02617143532094035,1220.0,1158.0,1191.9999999999998,1.0234899328859062,0.9714765100671143,0,0.6111111111111112,-9.625390248223063,203,231,65.87425339954362
196,Rider,MAAC,17-16,102.49985009063047,172,104.67827231146741,220,0.4398310581850849,196,17,16,9,9,9-9,0.5132353610401421,0.5049818950733541,0.501927911083268,0.5132353610401421,0.5049818950733541,0.501927911083268,0.8270318545095896,0.7942812166640436,101.69985672435564,101.2745596197069,101.69985672435564,101.2745596197069,99.39564518204367,105.01073386689296,108.03841533026126,102.37178718080233,0.6501208772460649,4,0.07367006922786784,1218.0,1270.0,1241.2875,0.9812392374852724,1.023131224635711,0,0.5,-8.597533006838118,184,30,67.29651177460211
197,The Citadel,SC,14-16,100.92131427315672,197,103.15476202707478,184,0.437398602789227,197,14,16,9,9,9-9,0.4615082877627336,0.5351280884562073,0.42145110270280994,0.4615082877627336,0.5351280884562073,0.42145110270280994,0.840830411557435,0.7258107706824001,102.7303229640509,103.80018478143477,102.7303229640509,103.80018478143477,99.42349838065375,100.9641524013073,118.95067733106391,125.99229048426892,0.34042843436567316,3,-0.02252151456137058,1100.0,1077.0,1077.65,1.0207395722173247,0.9993968357073261,0,0.5,-9.88481916277667,213,225,58.7974588631269
198,San Francisco,WCC,10-18,100.96160933610338,194,103.36761043381686,189,0.43270081919899345,198,10,18,7,7,7-7,0.5788426056522605,0.5986702612342643,0.5648468943598342,0.5788426056522605,0.5986702612342643,0.5648468943598342,0.7725296928014027,0.7350333194402672,106.25076536485396,102.19306294938438,106.25076536485396,102.19306294938438,100.72979964175936,100.05806394215546,100.22242252579267,105.21660322435152,0.3637243741817052,5,-0.015772501684299056,971.0,990.0,966.3875000000002,1.0047729301134378,1.0244337804452146,0,0.5,-9.970479947943893,215,201,65.52855254863593
199,Quinnipiac,NEC,23-10,103.37299051644715,161,106.02597692904027,239,0.42765754244865717,199,23,10,15,3,15-3,0.27740833760942685,0.37356872710882794,0.19183672138324148,0.27740833760942685,0.37356872710882794,0.19183672138324148,0.9233372096207265,0.8856965335915166,95.67287222873324,106.1804764142851,95.67287222873324,106.1804764142851,102.96752388421406,104.84816164630303,107.3468863890109,111.30141658419444,0.3974672783887503,2,0.03218211793377668,1356.0,1178.0,1250.4,1.0844529750479845,0.9420985284708893,0,0.8333333333333334,-6.240667724242975,138,90,67.33824466992895
200,Eastern Michigan,MAC,15-15,99.43094136062749,221,102.04336667567813,161,0.42598602337108094,200,15,15,8,8,8-8,0.4422053008517871,0.43659018555488577,0.44484532012674216,0.4422053008517871,0.43659018555488577,0.44484532012674216,0.8703488946098894,0.8328856551848997,100.89048926123392,103.33950123445943,100.89048926123392,103.33950123445943,96.28031670217536,99.42874769094522,93.96333977753388,122.41475062311429,0.04556990154606847,1,0.0009579371891980104,1006.0,1002.0,1034.8875,0.9720863378869683,0.9682211834619705,0,0.5,-9.83338528504456,211,166,65.35519410555179
201,Bowling Green,MAC,13-16,101.43565712089574,190,104.20105407976098,204,0.42328023257729946,201,13,16,6,10,6-10,0.5182801665163648,0.5004161579548317,0.5250010445168328,0.5182801665163648,0.5004161579548317,0.5250010445168328,0.836387903069379,0.8104803982577007,102.98407256727096,102.2736910633901,102.98407256727096,102.2736910633901,98.87022973712483,104.04672663397777,90.70163178755821,109.56750653364145,0.10219195256183504,2,0.031951135769823,988.0,1059.0,1012.15,0.9761399002124191,1.0462876055920565,0,0.375,-9.745129551486249,206,91,62.79832650401299
202,Canisius,MAAC,15-17,100.53611175872948,205,103.82253097733317,195,0.40856294199073495,202,15,17,8,10,8-10,0.46083119748819523,0.4056672201218689,0.5096006518287707,0.46083119748819523,0.4056672201218689,0.5096006518287707,0.8710969645968903,0.8852572740836874,99.87065125975732,102.27342249114326,99.87065125975732,102.27342249114326,101.45960485320639,102.27327426605554,113.86292544515496,112.26639296811115,0.5405082091975304,1,0.009041181528710085,1188.0,1220.0,1206.0125,0.9850644168281838,1.0115981384935895,0,0.4444444444444444,-11.335694833922968,229,150,65.15468248806316
203,Evansville,MVC,8-21,99.17040590488344,229,102.46007118232603,167,0.4072644526855484,203,8,21,3,15,3-15,0.5865344577867312,0.36805455108077856,0.6972103197165825,0.5865344577867312,0.36805455108077856,0.6972103197165825,0.7996293276021607,0.8914598031400836,105.148932942978,101.9520582417569,105.148932942978,101.9520582417569,98.55524724099571,103.56279572373954,111.58296606713463,102.5348485890829,0.7256185736493415,4,-0.078196270780305,1096.0,1274.0,1159.8249999999998,0.9449701463582869,1.0984415752376437,0,0.16666666666666666,-13.358702087337791,260,324,65.1971832866343
204,Austin Peay,OVC,15-15,104.27326301758302,148,107.92011827006209,271,0.40243541539444816,204,15,15,11,7,11-7,0.48707515845669125,0.6960077271338897,0.374004641461443,0.48707515845669125,0.6960077271338897,0.374004641461443,0.8237285951930672,0.6818046455547107,103.18970357089441,103.47146386451823,103.18970357089441,103.47146386451823,102.35686174612937,105.73944989254055,110.05100765944849,105.90594908300879,0.6086197688671519,4,0.053053691006658854,1307.0,1278.0,1236.6,1.056930292738153,1.0334788937409025,0,0.6111111111111112,-8.306502967896865,180,55,65.70768896763751
205,Georgia St.,CAA,11-20,99.89661246037309,214,103.44888840729706,190,0.4008723444743372,205,11,20,5,13,5-13,0.4974909130612727,0.3957719145201248,0.5578773116303415,0.4974909130612727,0.3957719145201248,0.5578773116303415,0.837070877658739,0.8655737843451378,102.26084951886307,102.39279887440998,102.26084951886307,102.39279887440998,98.91764317981223,104.25923207694154,95.10193020980807,97.26266650661371,0.4357672725874991,3,-0.07892491542815999,1105.0,1204.0,1133.575,0.9747921399113424,1.0621264583287386,0,0.2777777777777778,-13.416769692010654,261,325,61.404249770985416
206,Mercer,ASun,14-17,107.21985845460883,101,111.0393673410571,320,0.40070266540642063,206,14,17,10,10,10-10,0.4572509690721445,0.6785739835663723,0.3559256487898168,0.4572509690721445,0.6785739835663723,0.3559256487898168,0.8478624398670755,0.6564988742630324,100.51154566145887,102.50118696077912,100.51154566145887,102.50118696077912,106.14774987372645,110.11627926764376,110.70466068540357,127.1201800654274,0.16937398162126546,4,-0.013892331721247986,1518.0,1486.0,1409.775,1.0767675692929721,1.0540689117057687,0,0.5,-10.840948084951503,222,197,68.4345859897854
207,Eastern Illinois,OVC,17-12,100.29117464532513,209,103.89471609697281,199,0.399882694292678,207,17,12,11,7,11-7,0.4079671464512832,0.43182345246208004,0.37428187647627037,0.4079671464512832,0.43182345246208004,0.37428187647627037,0.8923001189577111,0.8886743096050037,100.81737142587866,105.11723265052095,100.81737142587866,105.11723265052095,99.60289047834719,102.98239910415035,98.60413426941321,95.69334151200648,0.5853054001977448,1,0.0680849024590191,1238.0,1209.0,1192.2625,1.0383619379121627,1.0140384353277907,0,0.6111111111111112,-7.7285614122544795,167,37,62.983103956869456
208,Southeastern Louisiana,Slnd,15-12,101.19520161940959,192,104.99131078078378,225,0.3956790828692807,208,15,12,10,6,10-6,0.39116625182321035,0.4395425302219789,0.34474437656166756,0.39116625182321035,0.4395425302219789,0.34474437656166756,0.89296636014781,0.83822445348923,100.0038686360777,104.77226415868292,100.0038686360777,104.77226415868292,98.79000130550567,103.39440513173085,99.42059560626168,101.73938599423543,0.43410184582724365,1,0.04106788718764065,1104.0,1053.0,1065.5375,1.0360968056028061,0.9882336379526766,0,0.625,-8.068150849137474,174,72,65.82143162156532
209,South Dakota St.,Sum,12-16,105.50320061855803,134,109.48631993530313,297,0.3950411095544369,209,12,16,10,8,10-8,0.4210476911918571,0.5793064740116581,0.345756159820975,0.4210476911918571,0.5793064740116581,0.345756159820975,0.8687823819619193,0.7563337291979058,101.20120540631453,104.35373487969693,101.20120540631453,104.35373487969693,104.61463762024881,108.33924068695664,98.64406399729143,98.87622459961015,0.4932419965841071,2,-0.07221136456530725,1346.0,1296.0,1246.5625000000002,1.0797693657558283,1.0396590624216593,0,0.5555555555555556,-11.19884802141733,228,317,66.88446535416138
210,Loyola Chicago,Horz,12-16,102.03272868761685,182,105.89705135263706,238,0.3947238394033637,210,12,16,5,13,5-13,0.5452546084515995,0.469516744430291,0.5779531289042034,0.5452546084515995,0.469516744430291,0.5779531289042034,0.8124073589078182,0.8171519193655007,104.5112040598098,102.2406709406114,104.5112040598098,102.2406709406114,99.48184364702115,104.05797014724999,103.43278542341622,99.42054984747145,0.611821734408801,3,0.0517828250680995,1117.0,1234.0,1143.0375000000001,0.977220782345286,1.0795796288398236,0,0.2777777777777778,-9.224522581887893,194,59,63.08653859250089
211,Montana St.,BSky,13-14,102.59394979390513,171,106.72406824381801,252,0.3884388933590026,211,13,14,10,6,10-6,0.4485272442446754,0.5590050818191661,0.3891503550009762,0.4485272442446754,0.5590050818191661,0.3891503550009762,0.8764005598913764,0.8127381370777677,103.78091971475436,105.96798637517776,103.78091971475436,105.96798637517776,103.63269564690292,104.82077824393448,79.7906044978457,96.54949621279923,0.1004282420057431,1,0.027121098919762943,1111.0,1068.0,1026.225,1.0826085897342201,1.0407074471972522,0,0.625,-9.458313461891281,199,107,63.29542088495846
212,Loyola MD,MAAC,13-17,100.1148099764242,211,104.37517058377767,209,0.38242848936167345,212,13,17,6,12,6-12,0.4528618848340156,0.36121430721533804,0.5081590008457206,0.4528618848340156,0.36121430721533804,0.5081590008457206,0.8670299174494531,0.8744703720399329,99.61956292108553,102.02748302667229,99.61956292108553,102.02748302667229,100.00028219328162,104.91403641172582,105.39737103222247,96.18609238303529,0.7411028488008623,2,-0.021477306978265,1152.0,1213.0,1175.6125000000002,0.9799147253027676,1.0318025710002232,0,0.3333333333333333,-11.696088023428102,233,222,64.96120258505043
213,Tulane,CUSA,8-22,95.74811019355786,281,100.05444134001141,116,0.37614906412575644,213,8,22,3,13,3-13,0.5673159172370056,0.47111202223726656,0.637138636786877,0.5673159172370056,0.47111202223726656,0.637138636786877,0.8150698790667129,0.8635575731679097,104.1793254932767,101.39559340821195,104.1793254932767,101.39559340821195,92.93796105299403,99.05577345026113,115.19783282202164,125.61475195469046,0.2698190606108997,3,-0.0853502804305925,975.0,1107.0,1081.1750000000002,0.9017966564154738,1.023886049899415,0,0.1875,-14.670622248720912,286,330,64.80661946567251
214,Texas St.,Slnd,11-16,99.19636602074571,228,103.83195925109388,196,0.37162939864508393,214,11,16,9,7,9-7,0.44649813977545855,0.5446480685695639,0.3883306253356358,0.44649813977545855,0.5446480685695639,0.3883306253356358,0.8641110417441783,0.7810952217752376,101.73024131420259,103.76869445036907,101.73024131420259,103.76869445036907,96.75571977635748,100.64112559550229,82.61209458044449,95.40658435234228,0.16031283657506873,2,-0.03478206986832455,1222.0,1217.0,1230.6375,0.9929812800276279,0.9889183451666311,0,0.5625,-11.150177866589322,227,248,74.63257204489021
215,James Madison,CAA,13-20,100.59801426452069,204,105.4941209849224,231,0.366674230064626,215,13,20,4,14,4-14,0.4904138075749788,0.3683443402409242,0.5678991006215716,0.4904138075749788,0.3683443402409242,0.5678991006215716,0.8301701876733867,0.8495187841626858,102.36866158872023,102.69686073703042,102.36866158872023,102.69686073703042,100.25033780686408,106.06589181527895,95.53616009478871,98.2253269371646,0.4208629996469034,4,-0.01945913393614923,1164.0,1276.0,1180.7750000000003,0.9857932290233107,1.0806461857678218,0,0.2222222222222222,-12.770564541022331,252,218,66.61588573474549
216,Portland St.,BSky,11-19,110.04193639183788,59,115.48368518992086,343,0.3646868628705213,216,11,19,7,9,7-9,0.49777131732200075,0.6259666140437045,0.3920572583609659,0.49777131732200075,0.6259666140437045,0.3920572583609659,0.8367525553676625,0.7427071054585502,103.77411093020415,103.75498648963672,103.77411093020415,103.75498648963672,111.80008820630701,117.26615441689405,106.33220837570678,121.64988124702525,0.17542494618222365,2,-0.01652347839750523,1291.0,1235.0,1092.5375000000001,1.1816528036795073,1.1303959818312872,0,0.4375,-12.529983575563977,249,206,65.9367081853743
217,Louisiana,SB,12-16,99.3144949061195,225,104.29014903586179,208,0.36304277306730215,217,12,16,10,8,10-8,0.41029079023633414,0.5126298009427925,0.3701406752266402,0.41029079023633414,0.5126298009427925,0.3701406752266402,0.8861387237576729,0.812932524414625,101.38234967706566,105.24237376874976,101.38234967706566,105.24237376874976,97.83871524680025,99.54906106027558,105.92745285685317,106.52853225265721,0.4837378236182597,1,-0.042744611154928336,1203.0,1162.0,1185.2875,1.0149436318192844,0.9803528679750694,0,0.5555555555555556,0,51,265,65.53332037417627
218,Florida Atlantic,SB,12-16,102.42995369703907,174,107.78915263586578,268,0.35744401877395426,218,12,16,10,8,10-8,0.4458925461139321,0.5965057451714778,0.3799208213779939,0.4458925461139321,0.5965057451714778,0.3799208213779939,0.8635347234293235,0.7482371331294244,101.99883285672568,104.06112089431984,101.99883285672568,104.06112089431984,105.12882049743115,108.27468704271288,88.3224546964061,88.18742848306202,0.5043985120596979,1,-0.0045420845007661526,1345.0,1313.0,1237.225,1.0871102669280044,1.0612459334397544,0,0.5555555555555556,-10.931322409951123,223,177,67.84171142530036
219,Purdue Fort Wayne,Sum,14-15,97.64936068115615,255,102.9725077262199,179,0.3519662104876855,219,14,15,9,9,9-9,0.3969415549908208,0.4699784593184702,0.3504434048018468,0.3969415549908208,0.4699784593184702,0.3504434048018468,0.8606329912678053,0.7340788981972308,100.98730832312758,105.7373777471736,100.98730832312758,105.7373777471736,97.2898657007788,103.17117428407875,84.58925214331975,98.79963203564256,0.143588840201526,3,-0.014543139689550288,1217.0,1228.0,1217.325,0.9997330211734746,1.008769227609718,0,0.5,0,57,198,65.69241915962985
220,East Carolina,CUSA,7-21,102.32001580135253,179,107.98118771068516,273,0.34994187960909096,220,7,21,4,12,4-12,0.634590886742977,0.6501390052826671,0.6175925776241936,0.634590886742977,0.6501390052826671,0.6175925776241936,0.7559306999088682,0.7179341013183929,105.10338337442296,99.13730588855107,105.10338337442296,99.13730588855107,98.48009026012866,105.37138338948209,112.82245748452347,115.25310970415481,0.4390236623919637,7,-0.016069902883976916,1005.0,1178.0,1077.05,0.9331043127060026,1.093728239171812,0,0.25,-12.285881797953346,243,204,67.14042617339129
221,Cal St. Fullerton,BW,14-15,101.65823237141305,189,107.3150057614225,264,0.349156813297222,221,14,15,8,8,8-8,0.44778525716349304,0.5095190259835883,0.42096832437972453,0.44778525716349304,0.5095190259835883,0.42096832437972453,0.8642573215410627,0.7962995038851376,101.47524592188725,103.6342029226623,101.47524592188725,103.6342029226623,102.37555051823001,106.83258115548584,101.07465454640682,109.14194873891144,0.29253909137606815,2,0.05228267071147874,1194.0,1190.0,1148.2625,1.0398319199660355,1.0363483959460489,0,0.5,-9.790413105561552,208,57,67.7455121756675
