year,round,game_id,team1,seed1,team2,seed2,winner,score1,score2
2018,sweet_16,2018_sweet_16_533,Texas A&M,7,Michigan,3,Michigan,72,99
2018,elite_8,2018_elite_8_534,Michigan,3,Florida State,9,Michigan,58,54
2018,round_of_64,2018_round_of_64_535,Radford,16,Villanova,1,Villanova,61,87
2018,round_of_64,2018_round_of_64_536,Virginia Tech,8,Alabama,9,Alabama,83,86
2018,round_of_64,2018_round_of_64_537,West Virginia,5,Murray State,12,West Virginia,85,68
2018,round_of_64,2018_round_of_64_538,Wichita State,4,Marshall,13,Marshall,75,81
2018,round_of_64,2018_round_of_64_539,St. Bonaventure,11,Florida,6,Florida,62,77
2018,round_of_64,2018_round_of_64_540,Texas Tech,3,Stephen F. Austin,14,Texas Tech,70,60
2018,round_of_64,2018_round_of_64_541,Arkansas,7,Butler,10,Butler,62,79
2018,round_of_64,2018_round_of_64_542,Cal State Fullerton,15,Purdue,2,Purdue,48,74
2018,round_of_32,2018_round_of_32_543,Villanova,1,Alabama,9,Villanova,81,58
2018,round_of_32,2018_round_of_32_544,West Virginia,5,Marshall,13,West Virginia,94,71
2018,round_of_32,2018_round_of_32_545,Texas Tech,3,Florida,6,Texas Tech,69,66
2018,round_of_32,2018_round_of_32_546,Butler,10,Purdue,2,Purdue,73,76
2018,sweet_16,2018_sweet_16_547,West Virginia,5,Villanova,1,Villanova,78,90
2018,sweet_16,2018_sweet_16_548,Texas Tech,3,Purdue,2,Texas Tech,78,65
2018,elite_8,2018_elite_8_549,Texas Tech,3,Villanova,1,Villanova,59,71
2018,round_of_64,2018_round_of_64_550,Kansas#,1,Penn,16,Kansas#,76,60
2018,round_of_64,2018_round_of_64_551,NC State,9,Seton Hall,8,Seton Hall,83,94
2018,round_of_64,2018_round_of_64_552,New Mexico State,12,Clemson,5,Clemson,68,79
2018,round_of_64,2018_round_of_64_553,Auburn,4,College of Charleston,13,Auburn,62,58
2018,round_of_64,2018_round_of_64_554,TCU,6,Syracuse,11,Syracuse,52,57
2018,round_of_64,2018_round_of_64_555,Bucknell,14,Michigan State,3,Michigan State,78,82
2018,round_of_64,2018_round_of_64_556,Oklahoma,10,Rhode Island,7,Rhode Island,78,83
2018,round_of_64,2018_round_of_64_557,Duke,2,Iona,15,Duke,89,67
2018,round_of_32,2018_round_of_32_558,Seton Hall,8,Kansas#,1,Kansas#,79,83
2018,round_of_32,2018_round_of_32_559,Auburn,4,Clemson,5,Clemson,53,84
2018,round_of_32,2018_round_of_32_560,Syracuse,11,Michigan State,3,Syracuse,55,53
2018,round_of_32,2018_round_of_32_561,Duke,2,Rhode Island,7,Duke,87,62
2018,sweet_16,2018_sweet_16_562,Kansas#,1,Clemson,5,Kansas#,80,76
2018,sweet_16,2018_sweet_16_563,Syracuse,11,Duke,2,Duke,65,69
2018,elite_8,2018_elite_8_564,Kansas#,1,Duke,2,Kansas#,85,81
2018,final_four,2018_final_four_565,Loyola–Chicago,11,Michigan,3,Michigan,57,69
2018,final_four,2018_final_four_566,Kansas#,1,Villanova,1,Villanova,79,95
2018,championship,2018_championship_567,Villanova,1,Michigan,3,Villanova,79,62
2019,round_of_64,2019_round_of_64_568,North Dakota State,16,Duke,1,Duke,62,85
2019,round_of_64,2019_round_of_64_569,VCU,8,UCF,9,UCF,58,73
2019,round_of_64,2019_round_of_64_570,Mississippi State,5,Liberty,12,Liberty,76,80
2019,round_of_64,2019_round_of_64_571,Saint Louis,13,Virginia Tech,4,Virginia Tech,52,66
2019,round_of_64,2019_round_of_64_572,Maryland,6,Belmont,11,Maryland,79,77
2019,round_of_64,2019_round_of_64_573,Yale,14,LSU,3,LSU,74,79
2019,round_of_64,2019_round_of_64_574,Louisville,7,Minnesota,10,Minnesota,76,86
2019,round_of_64,2019_round_of_64_575,Michigan State,2,Bradley,15,Michigan State,76,65
2019,round_of_32,2019_round_of_32_576,UCF,9,Duke,1,Duke,76,77
2019,round_of_32,2019_round_of_32_577,Liberty,12,Virginia Tech,4,Virginia Tech,58,67
2019,round_of_32,2019_round_of_32_578,LSU,3,Maryland,6,LSU,69,67
2019,round_of_32,2019_round_of_32_579,Michigan State,2,Minnesota,10,Michigan State,70,50
2019,sweet_16,2019_sweet_16_580,Virginia Tech,4,Duke,1,Duke,73,75
2019,sweet_16,2019_sweet_16_581,Michigan State,2,LSU,3,Michigan State,80,63
2019,elite_8,2019_elite_8_582,Duke,1,Michigan State,2,Michigan State,67,68
2019,round_of_64,2019_round_of_64_583,Fairleigh Dickinson,16,Gonzaga,1,Gonzaga,49,87
2019,round_of_64,2019_round_of_64_584,Baylor,9,Syracuse,8,Baylor,78,69
2019,round_of_64,2019_round_of_64_585,Marquette,5,Murray State,12,Murray State,64,83
2019,round_of_64,2019_round_of_64_586,Florida State,4,Vermont,13,Florida State,76,69
2019,round_of_64,2019_round_of_64_587,Buffalo,6,Arizona State,11,Buffalo,91,74
2019,round_of_64,2019_round_of_64_588,Northern Kentucky,14,Texas Tech,3,Texas Tech,57,72
2019,round_of_64,2019_round_of_64_589,Florida,10,Nevada,7,Florida,70,61
2019,round_of_64,2019_round_of_64_590,Michigan,2,Montana,15,Michigan,74,55
2019,round_of_32,2019_round_of_32_591,Baylor,9,Gonzaga,1,Gonzaga,71,83
2019,round_of_32,2019_round_of_32_592,Florida State,4,Murray State,12,Florida State,90,62
2019,round_of_32,2019_round_of_32_593,Texas Tech,3,Buffalo,6,Texas Tech,78,58
2019,round_of_32,2019_round_of_32_594,Florida,10,Michigan,2,Michigan,49,64
2019,sweet_16,2019_sweet_16_595,Gonzaga,1,Florida State,4,Gonzaga,72,58
2019,sweet_16,2019_sweet_16_596,Michigan,2,Texas Tech,3,Texas Tech,44,63
2019,elite_8,2019_elite_8_597,Gonzaga,1,Texas Tech,3,Texas Tech,69,75
2019,round_of_64,2019_round_of_64_598,Virginia,1,Gardner–Webb,16,Virginia,71,56
2019,round_of_64,2019_round_of_64_599,Oklahoma,9,Ole Miss,8,Oklahoma,95,72
2019,round_of_64,2019_round_of_64_600,Wisconsin,5,Oregon,12,Oregon,54,72
2019,round_of_64,2019_round_of_64_601,UC Irvine,13,Kansas State,4,UC Irvine,70,64
2019,round_of_64,2019_round_of_64_602,Saint Mary's,11,Villanova,6,Villanova,57,61
2019,round_of_64,2019_round_of_64_603,Purdue,3,Old Dominion,14,Purdue,61,48
2019,round_of_64,2019_round_of_64_604,Cincinnati,7,Iowa,10,Iowa,72,79
2019,round_of_64,2019_round_of_64_605,Colgate,15,Tennessee,2,Tennessee,70,77
2019,round_of_32,2019_round_of_32_606,Oklahoma,9,Virginia,1,Virginia,51,63
2019,round_of_32,2019_round_of_32_607,Oregon,12,UC Irvine,13,Oregon,73,54
2019,round_of_32,2019_round_of_32_608,Villanova,6,Purdue,3,Purdue,61,87
2019,round_of_32,2019_round_of_32_609,Tennessee,2,Iowa,10,Tennessee,83,77
2019,sweet_16,2019_sweet_16_610,Virginia,1,Oregon,12,Virginia,53,49
2019,sweet_16,2019_sweet_16_611,Tennessee,2,Purdue,3,Purdue,94,99
2019,elite_8,2019_elite_8_612,Virginia,1,Purdue,3,Virginia,80,75
2019,round_of_64,2019_round_of_64_613,Iona,16,North Carolina,1,North Carolina,73,88
2019,round_of_64,2019_round_of_64_614,Washington,9,Utah State,8,Washington,78,61
2019,round_of_64,2019_round_of_64_615,New Mexico State,12,Auburn,5,Auburn,77,78
2019,round_of_64,2019_round_of_64_616,Kansas,4,Northeastern,13,Kansas,87,53
2019,round_of_64,2019_round_of_64_617,Iowa State,6,Ohio State,11,Ohio State,59,62
2019,round_of_64,2019_round_of_64_618,Houston,3,Georgia State,14,Houston,84,55
2019,round_of_64,2019_round_of_64_619,Seton Hall,10,Wofford,7,Wofford,68,84
2019,round_of_64,2019_round_of_64_620,Kentucky,2,Abilene Christian,15,Kentucky,79,44
2019,round_of_32,2019_round_of_32_621,North Carolina,1,Washington,9,North Carolina,81,59
2019,round_of_32,2019_round_of_32_622,Auburn,5,Kansas,4,Auburn,89,75
2019,round_of_32,2019_round_of_32_623,Houston,3,Ohio State,11,Houston,74,59
2019,round_of_32,2019_round_of_32_624,Kentucky,2,Wofford,7,Kentucky,62,56
2019,sweet_16,2019_sweet_16_625,North Carolina,1,Auburn,5,Auburn,80,97
2019,sweet_16,2019_sweet_16_626,Houston,3,Kentucky,2,Kentucky,58,62
2019,elite_8,2019_elite_8_627,Auburn,5,Kentucky,2,Auburn,77,71
2019,final_four,2019_final_four_628,Texas Tech,3,Michigan State,2,Texas Tech,61,51
2019,final_four,2019_final_four_629,Virginia,1,Auburn,5,Virginia,63,62
2019,championship,2019_championship_630,Texas Tech,3,Virginia,1,Virginia,77,85
2021,round_of_64,2021_round_of_64_631,Norfolk State,16,Gonzaga,1,Gonzaga,55,98
2021,round_of_64,2021_round_of_64_632,Missouri,9,Oklahoma,8,Oklahoma,68,72
2021,round_of_64,2021_round_of_64_633,Creighton,5,UC Santa Barbara,12,Creighton,63,62
2021,round_of_64,2021_round_of_64_634,Ohio,13,Virginia,4,Ohio,62,58
2021,round_of_64,2021_round_of_64_635,USC,6,Drake,11,USC,72,56
2021,round_of_64,2021_round_of_64_636,Kansas,3,Eastern Washington,14,Kansas,93,84
2021,round_of_64,2021_round_of_64_637,Oregon,7,VCU,10,Oregon,1,0
2021,round_of_64,2021_round_of_64_638,Iowa,2,Grand Canyon,15,Iowa,86,74
2021,round_of_32,2021_round_of_32_639,Oklahoma,8,Gonzaga,1,Gonzaga,71,87
2021,round_of_32,2021_round_of_32_640,Creighton,5,Ohio,13,Creighton,72,58
2021,round_of_32,2021_round_of_32_641,Kansas,3,USC,6,USC,51,85
2021,round_of_32,2021_round_of_32_642,Iowa,2,Oregon,7,Oregon,80,95
2021,sweet_16,2021_sweet_16_643,Creighton,5,Gonzaga,1,Gonzaga,65,83
2021,sweet_16,2021_sweet_16_644,USC,6,Oregon,7,USC,82,68
2021,elite_8,2021_elite_8_645,USC,6,Gonzaga,1,Gonzaga,66,85
2021,round_of_64,2021_round_of_64_646,Michigan,1,Texas Southern,16,Michigan,82,66
2021,round_of_64,2021_round_of_64_647,St. Bonaventure,9,LSU,8,LSU,61,76
2021,round_of_64,2021_round_of_64_648,Georgetown,12,Colorado,5,Colorado,73,96
2021,round_of_64,2021_round_of_64_649,Florida State,4,UNC Greensboro,13,Florida State,64,54
2021,round_of_64,2021_round_of_64_650,UCLA,11,BYU,6,UCLA,73,62
2021,round_of_64,2021_round_of_64_651,Abilene Christian,14,Texas,3,Abilene Christian,53,52
2021,round_of_64,2021_round_of_64_652,Maryland,10,UConn,7,Maryland,63,54
2021,round_of_64,2021_round_of_64_653,Iona,15,Alabama,2,Alabama,55,68
2021,round_of_32,2021_round_of_32_654,Michigan,1,LSU,8,Michigan,86,78
2021,round_of_32,2021_round_of_32_655,Colorado,5,Florida State,4,Florida State,53,71
2021,round_of_32,2021_round_of_32_656,UCLA,11,Abilene Christian,14,UCLA,67,47
2021,round_of_32,2021_round_of_32_657,Alabama,2,Maryland,10,Alabama,96,77
2021,sweet_16,2021_sweet_16_658,Florida State,4,Michigan,1,Michigan,58,76
2021,sweet_16,2021_sweet_16_659,UCLA,11,Alabama,2,UCLA,88,78
2021,elite_8,2021_elite_8_660,UCLA,11,Michigan,1,UCLA,51,49
2021,round_of_64,2021_round_of_64_661,Hartford,16,Baylor,1,Baylor,55,79
2021,round_of_64,2021_round_of_64_662,Wisconsin,9,North Carolina,8,Wisconsin,85,62
2021,round_of_64,2021_round_of_64_663,Winthrop,12,Villanova,5,Villanova,63,73
2021,round_of_64,2021_round_of_64_664,North Texas,13,Purdue,4,North Texas,78,69
2021,round_of_64,2021_round_of_64_665,Utah State,11,Texas Tech,6,Texas Tech,53,65
2021,round_of_64,2021_round_of_64_666,Colgate,14,Arkansas,3,Arkansas,68,85
2021,round_of_64,2021_round_of_64_667,Virginia Tech,10,Florida,7,Florida,70,75
2021,round_of_64,2021_round_of_64_668,Oral Roberts,15,Ohio State,2,Oral Roberts,75,72
2021,round_of_32,2021_round_of_32_669,Wisconsin,9,Baylor,1,Baylor,63,76
2021,round_of_32,2021_round_of_32_670,Villanova,5,North Texas,13,Villanova,84,61
2021,round_of_32,2021_round_of_32_671,Arkansas,3,Texas Tech,6,Arkansas,68,66
2021,round_of_32,2021_round_of_32_672,Florida,7,Oral Roberts,15,Oral Roberts,78,81
2021,sweet_16,2021_sweet_16_673,Villanova,5,Baylor,1,Baylor,51,62
2021,sweet_16,2021_sweet_16_674,Arkansas,3,Oral Roberts,15,Arkansas,72,70
2021,elite_8,2021_elite_8_675,Arkansas,3,Baylor,1,Baylor,72,81
2021,round_of_64,2021_round_of_64_676,Drexel,16,Illinois,1,Illinois,49,78
2021,round_of_64,2021_round_of_64_677,Georgia Tech,9,Loyola Chicago,8,Loyola Chicago,60,71
2021,round_of_64,2021_round_of_64_678,Tennessee,5,Oregon State,12,Oregon State,56,70
2021,round_of_64,2021_round_of_64_679,Oklahoma State,4,Liberty,13,Oklahoma State,69,60
2021,round_of_64,2021_round_of_64_680,Syracuse,11,San Diego State,6,Syracuse,78,62
2021,round_of_64,2021_round_of_64_681,Morehead State,14,West Virginia,3,West Virginia,67,84
2021,round_of_64,2021_round_of_64_682,Rutgers,10,Clemson,7,Rutgers,60,56
2021,round_of_64,2021_round_of_64_683,Houston,2,Cleveland State,15,Houston,87,56
2021,round_of_32,2021_round_of_32_684,Loyola Chicago,8,Illinois,1,Loyola Chicago,71,58
2021,round_of_32,2021_round_of_32_685,Oregon State,12,Oklahoma State,4,Oregon State,80,70
2021,round_of_32,2021_round_of_32_686,Syracuse,11,West Virginia,3,Syracuse,75,72
2021,round_of_32,2021_round_of_32_687,Rutgers,10,Houston,2,Houston,60,63
2021,sweet_16,2021_sweet_16_688,Oregon State,12,Loyola Chicago,8,Oregon State,65,58
2021,sweet_16,2021_sweet_16_689,Houston,2,Syracuse,11,Houston,62,46
2021,elite_8,2021_elite_8_690,Oregon State,12,Houston,2,Houston,61,67
2021,final_four,2021_final_four_691,UCLA,11,Gonzaga,1,Gonzaga,90,93
2021,final_four,2021_final_four_692,Baylor,1,Houston,2,Baylor,78,59
2021,championship,2021_championship_693,Gonzaga,1,Baylor,1,Baylor,70,86
2022,round_of_64,2022_round_of_64_694,Georgia State,16,Gonzaga,1,Gonzaga,72,93
2022,round_of_64,2022_round_of_64_695,Boise State,8,Memphis,9,Memphis,53,64
2022,round_of_64,2022_round_of_64_696,UConn,5,New Mexico State,12,New Mexico State,63,70
2022,round_of_64,2022_round_of_64_697,Vermont,13,Arkansas,4,Arkansas,71,75
2022,round_of_64,2022_round_of_64_698,Alabama,6,Notre Dame,11,Notre Dame,64,78
2022,round_of_64,2022_round_of_64_699,Texas Tech,3,Montana State,14,Texas Tech,97,62
2022,round_of_64,2022_round_of_64_700,Davidson,10,Michigan State,7,Michigan State,73,74
2022,round_of_64,2022_round_of_64_701,Cal State Fullerton,15,Duke,2,Duke,61,78
2022,round_of_32,2022_round_of_32_702,Memphis,9,Gonzaga,1,Gonzaga,78,82
2022,round_of_32,2022_round_of_32_703,New Mexico State,12,Arkansas,4,Arkansas,48,53
2022,round_of_32,2022_round_of_32_704,Texas Tech,3,Notre Dame,11,Texas Tech,59,53
2022,round_of_32,2022_round_of_32_705,Duke,2,Michigan State,7,Duke,85,76
2022,sweet_16,2022_sweet_16_706,Arkansas,4,Gonzaga,1,Arkansas,74,68
2022,sweet_16,2022_sweet_16_707,Texas Tech,3,Duke,2,Duke,73,78
2022,elite_8,2022_elite_8_708,Arkansas,4,Duke,2,Duke,69,78
2022,round_of_64,2022_round_of_64_709,Baylor,1,Norfolk State,16,Baylor,85,49
2022,round_of_64,2022_round_of_64_710,North Carolina,8,Marquette,9,North Carolina,95,63
2022,round_of_64,2022_round_of_64_711,Indiana,12,Saint Mary's,5,Saint Mary's,53,82
2022,round_of_64,2022_round_of_64_712,Akron,13,UCLA,4,UCLA,53,57
2022,round_of_64,2022_round_of_64_713,Virginia Tech,11,Texas,6,Texas,73,81
2022,round_of_64,2022_round_of_64_714,Yale,14,Purdue,3,Purdue,56,78
2022,round_of_64,2022_round_of_64_715,Murray State,7,San Francisco,10,Murray State,92,87
2022,round_of_64,2022_round_of_64_716,Saint Peter's,15,Kentucky,2,Saint Peter's,85,79
2022,round_of_32,2022_round_of_32_717,North Carolina,8,Baylor,1,North Carolina,93,86
2022,round_of_32,2022_round_of_32_718,UCLA,4,Saint Mary's,5,UCLA,72,56
2022,round_of_32,2022_round_of_32_719,Purdue,3,Texas,6,Purdue,81,71
2022,round_of_32,2022_round_of_32_720,Saint Peter's,15,Murray State,7,Saint Peter's,70,60
2022,sweet_16,2022_sweet_16_721,North Carolina,8,UCLA,4,North Carolina,73,66
2022,sweet_16,2022_sweet_16_722,Purdue,3,Saint Peter's,15,Saint Peter's,64,67
2022,elite_8,2022_elite_8_723,Saint Peter's,15,North Carolina,8,North Carolina,49,69
2022,round_of_64,2022_round_of_64_724,Wright State,16,Arizona,1,Arizona,70,87
2022,round_of_64,2022_round_of_64_725,Seton Hall,8,TCU,9,TCU,42,69
2022,round_of_64,2022_round_of_64_726,UAB,12,Houston,5,Houston,68,82
2022,round_of_64,2022_round_of_64_727,Chattanooga,13,Illinois,4,Illinois,53,54
2022,round_of_64,2022_round_of_64_728,Michigan,11,Colorado State,6,Michigan,75,63
2022,round_of_64,2022_round_of_64_729,Tennessee,3,Longwood,14,Tennessee,88,56
2022,round_of_64,2022_round_of_64_730,Loyola Chicago,10,Ohio State,7,Ohio State,41,54
2022,round_of_64,2022_round_of_64_731,Villanova,2,Delaware,15,Villanova,80,60
2022,round_of_32,2022_round_of_32_732,TCU,9,Arizona,1,Arizona,80,85
2022,round_of_32,2022_round_of_32_733,Illinois,4,Houston,5,Houston,53,68
2022,round_of_32,2022_round_of_32_734,Michigan,11,Tennessee,3,Michigan,76,68
2022,round_of_32,2022_round_of_32_735,Ohio State,7,Villanova,2,Villanova,61,71
2022,sweet_16,2022_sweet_16_736,Arizona,1,Houston,5,Houston,60,72
2022,sweet_16,2022_sweet_16_737,Villanova,2,Michigan,11,Villanova,63,55
2022,elite_8,2022_elite_8_738,Villanova,2,Houston,5,Villanova,50,44
2022,round_of_64,2022_round_of_64_739,Kansas,1,Texas Southern,16,Kansas,83,56
2022,round_of_64,2022_round_of_64_740,Creighton,9,San Diego State,8,Creighton,72,69
2022,round_of_64,2022_round_of_64_741,Iowa,5,Richmond,12,Richmond,63,67
2022,round_of_64,2022_round_of_64_742,South Dakota State,13,Providence,4,Providence,57,66
2022,round_of_64,2022_round_of_64_743,Iowa State,11,LSU,6,Iowa State,59,54
2022,round_of_64,2022_round_of_64_744,Colgate,14,Wisconsin,3,Wisconsin,60,67
2022,round_of_64,2022_round_of_64_745,Miami (FL),10,USC,7,Miami (FL),68,66
2022,round_of_64,2022_round_of_64_746,Jacksonville State,15,Auburn,2,Auburn,61,80
2022,round_of_32,2022_round_of_32_747,Creighton,9,Kansas,1,Kansas,72,79
2022,round_of_32,2022_round_of_32_748,Richmond,12,Providence,4,Providence,51,79
2022,round_of_32,2022_round_of_32_749,Iowa State,11,Wisconsin,3,Iowa State,54,49
2022,round_of_32,2022_round_of_32_750,Miami (FL),10,Auburn,2,Miami (FL),79,61
2022,sweet_16,2022_sweet_16_751,Kansas,1,Providence,4,Kansas,66,61
2022,sweet_16,2022_sweet_16_752,Iowa State,11,Miami (FL),10,Miami (FL),56,70
2022,elite_8,2022_elite_8_753,Kansas,1,Miami (FL),10,Kansas,76,50
2022,final_four,2022_final_four_754,Duke,2,North Carolina,8,North Carolina,77,81
2022,final_four,2022_final_four_755,Villanova,2,Kansas,1,Kansas,65,81
2022,championship,2022_championship_756,North Carolina,8,Kansas,1,Kansas,69,72
2023,round_of_64,2023_round_of_64_757,Texas A&M–Corpus Christi,16,Alabama,1,Alabama,75,96
2023,round_of_64,2023_round_of_64_758,Maryland,8,West Virginia,9,Maryland,67,65
2023,round_of_64,2023_round_of_64_759,San Diego State,5,Charleston,12,San Diego State,63,57
2023,round_of_64,2023_round_of_64_760,Furman,13,Virginia,4,Furman,68,67
2023,round_of_64,2023_round_of_64_761,North Carolina State,11,Creighton,6,Creighton,63,72
2023,round_of_64,2023_round_of_64_762,UC Santa Barbara,14,Baylor,3,Baylor,56,74
2023,round_of_64,2023_round_of_64_763,Utah State,10,Missouri,7,Missouri,65,76
2023,round_of_64,2023_round_of_64_764,Princeton,15,Arizona,2,Princeton,59,55
2023,round_of_32,2023_round_of_32_765,Maryland,8,Alabama,1,Alabama,51,73
2023,round_of_32,2023_round_of_32_766,Furman,13,San Diego State,5,San Diego State,52,75
2023,round_of_32,2023_round_of_32_767,Creighton,6,Baylor,3,Creighton,85,76
2023,round_of_32,2023_round_of_32_768,Missouri,7,Princeton,15,Princeton,63,78
2023,sweet_16,2023_sweet_16_769,San Diego State,5,Alabama,1,San Diego State,71,64
2023,sweet_16,2023_sweet_16_770,Princeton,15,Creighton,6,Creighton,75,86
2023,elite_8,2023_elite_8_771,Creighton,6,San Diego State,5,San Diego State,56,57
2023,round_of_64,2023_round_of_64_772,Fairleigh Dickinson,16,Purdue,1,Fairleigh Dickinson,63,58
2023,round_of_64,2023_round_of_64_773,Florida Atlantic,9,Memphis,8,Florida Atlantic,66,65
2023,round_of_64,2023_round_of_64_774,Oral Roberts,12,Duke,5,Duke,51,74
2023,round_of_64,2023_round_of_64_775,Louisiana,13,Tennessee,4,Tennessee,55,58
2023,round_of_64,2023_round_of_64_776,Kentucky,6,Providence,11,Kentucky,61,53
2023,round_of_64,2023_round_of_64_777,Montana State,14,Kansas State,3,Kansas State,65,77
2023,round_of_64,2023_round_of_64_778,USC,10,Michigan State,7,Michigan State,62,72
2023,round_of_64,2023_round_of_64_779,Marquette,2,Vermont,15,Marquette,78,61
2023,round_of_32,2023_round_of_32_780,Florida Atlantic,9,Fairleigh Dickinson,16,Florida Atlantic,78,70
2023,round_of_32,2023_round_of_32_781,Duke,5,Tennessee,4,Tennessee,52,65
2023,round_of_32,2023_round_of_32_782,Kansas State,3,Kentucky,6,Kansas State,75,69
2023,round_of_32,2023_round_of_32_783,Marquette,2,Michigan State,7,Michigan State,60,69
2023,sweet_16,2023_sweet_16_784,Tennessee,4,Florida Atlantic,9,Florida Atlantic,55,62
2023,sweet_16,2023_sweet_16_785,Kansas State,3,Michigan State,7,Kansas State,98,93
2023,elite_8,2023_elite_8_786,Kansas State,3,Florida Atlantic,9,Florida Atlantic,76,79
2023,round_of_64,2023_round_of_64_787,Northern Kentucky,16,Houston,1,Houston,52,63
2023,round_of_64,2023_round_of_64_788,Auburn,9,Iowa,8,Auburn,83,75
2023,round_of_64,2023_round_of_64_789,Drake,12,Miami (FL),5,Miami (FL),56,63
2023,round_of_64,2023_round_of_64_790,Indiana,4,Kent State,13,Indiana,71,60
2023,round_of_64,2023_round_of_64_791,Iowa State,6,Pittsburgh,11,Pittsburgh,41,59
2023,round_of_64,2023_round_of_64_792,Kennesaw State,14,Xavier,3,Xavier,67,72
2023,round_of_64,2023_round_of_64_793,Texas A&M,7,Penn State,10,Penn State,59,76
2023,round_of_64,2023_round_of_64_794,Colgate,15,Texas,2,Texas,61,81
2023,round_of_32,2023_round_of_32_795,Houston,1,Auburn,9,Houston,81,64
2023,round_of_32,2023_round_of_32_796,Indiana,4,Miami (FL),5,Miami (FL),69,85
2023,round_of_32,2023_round_of_32_797,Xavier,3,Pittsburgh,11,Xavier,84,73
2023,round_of_32,2023_round_of_32_798,Penn State,10,Texas,2,Texas,66,71
2023,sweet_16,2023_sweet_16_799,Houston,1,Miami (FL),5,Miami (FL),75,89
2023,sweet_16,2023_sweet_16_800,Xavier,3,Texas,2,Texas,71,83
2023,elite_8,2023_elite_8_801,Miami (FL),5,Texas,2,Miami (FL),88,81
2023,round_of_64,2023_round_of_64_802,Kansas,1,Howard,16,Kansas,96,68
2023,round_of_64,2023_round_of_64_803,Illinois,9,Arkansas,8,Arkansas,63,73
2023,round_of_64,2023_round_of_64_804,VCU,12,Saint Mary's,5,Saint Mary's,51,63
2023,round_of_64,2023_round_of_64_805,UConn,4,Iona,13,UConn,87,63
2023,round_of_64,2023_round_of_64_806,TCU,6,Arizona State,11,TCU,72,70
2023,round_of_64,2023_round_of_64_807,Grand Canyon,14,Gonzaga,3,Gonzaga,70,82
2023,round_of_64,2023_round_of_64_808,Northwestern,7,Boise State,10,Northwestern,75,67
2023,round_of_64,2023_round_of_64_809,UNC Asheville,15,UCLA,2,UCLA,53,86
2023,round_of_32,2023_round_of_32_810,Kansas,1,Arkansas,8,Arkansas,71,72
2023,round_of_32,2023_round_of_32_811,UConn,4,Saint Mary's,5,UConn,70,55
2023,round_of_32,2023_round_of_32_812,Gonzaga,3,TCU,6,Gonzaga,84,81
2023,round_of_32,2023_round_of_32_813,UCLA,2,Northwestern,7,UCLA,68,63
2023,sweet_16,2023_sweet_16_814,Arkansas,8,UConn,4,UConn,65,88
2023,sweet_16,2023_sweet_16_815,UCLA,2,Gonzaga,3,Gonzaga,76,79
2023,elite_8,2023_elite_8_816,UConn,4,Gonzaga,3,UConn,82,54
2023,final_four,2023_final_four_817,Florida Atlantic,9,San Diego State,5,San Diego State,71,72
2023,final_four,2023_final_four_818,UConn,4,Miami (FL),5,UConn,72,59
2023,championship,2023_championship_819,San Diego State,5,UConn,4,UConn,59,76
2024,round_of_64,2024_round_of_64_820,Stetson,16,UConn,1,UConn,52,91
2024,round_of_64,2024_round_of_64_821,Florida Atlantic,8,Northwestern,9,Northwestern,65,77
2024,round_of_64,2024_round_of_64_822,San Diego State,5,UAB,12,San Diego State,69,65
2024,round_of_64,2024_round_of_64_823,Auburn,4,Yale,13,Yale,76,78
2024,round_of_64,2024_round_of_64_824,BYU,6,Duquesne,11,Duquesne,67,71
2024,round_of_64,2024_round_of_64_825,Morehead State,14,Illinois,3,Illinois,69,85
2024,round_of_64,2024_round_of_64_826,Washington State,7,Drake,10,Washington State,66,61
2024,round_of_64,2024_round_of_64_827,Iowa State,2,South Dakota State,15,Iowa State,82,65
2024,round_of_32,2024_round_of_32_828,Northwestern,9,UConn,1,UConn,58,75
2024,round_of_32,2024_round_of_32_829,Yale,13,San Diego State,5,San Diego State,57,85
2024,round_of_32,2024_round_of_32_830,Duquesne,11,Illinois,3,Illinois,63,89
2024,round_of_32,2024_round_of_32_831,Washington State,7,Iowa State,2,Iowa State,56,67
2024,sweet_16,2024_sweet_16_832,UConn,1,San Diego State,5,UConn,82,52
2024,sweet_16,2024_sweet_16_833,Iowa State,2,Illinois,3,Illinois,69,72
2024,elite_8,2024_elite_8_834,UConn,1,Illinois,3,UConn,77,52
2024,round_of_64,2024_round_of_64_835,Wagner,16,North Carolina,1,North Carolina,62,90
2024,round_of_64,2024_round_of_64_836,Michigan State,9,Mississippi State,8,Michigan State,69,51
2024,round_of_64,2024_round_of_64_837,Saint Mary's,5,Grand Canyon,12,Grand Canyon,66,75
2024,round_of_64,2024_round_of_64_838,Alabama,4,Charleston,13,Alabama,109,96
2024,round_of_64,2024_round_of_64_839,Clemson,6,New Mexico,11,Clemson,77,56
2024,round_of_64,2024_round_of_64_840,Colgate,14,Baylor,3,Baylor,67,92
2024,round_of_64,2024_round_of_64_841,Dayton,7,Nevada,10,Dayton,63,60
2024,round_of_64,2024_round_of_64_842,Long Beach State,15,Arizona,2,Arizona,65,85
2024,round_of_32,2024_round_of_32_843,Michigan State,9,North Carolina,1,North Carolina,69,85
2024,round_of_32,2024_round_of_32_844,Grand Canyon,12,Alabama,4,Alabama,61,72
2024,round_of_32,2024_round_of_32_845,Baylor,3,Clemson,6,Clemson,64,72
